query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-B0R717-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-B0R717-F1-model_v4 HTH-type transcriptional regulator Lrp	0.266	75	54	7	81	65	139	3.070E-07	281
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U1H7-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U1H7-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PF1231	0.223	76	57	7	81	64	139	4.282E-07	276
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O57880-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O57880-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PH0140	0.250	76	56	7	81	74	149	5.587E-07	270
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O59188-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O59188-F1-model_v4 HTH-type transcriptional regulator FL11	0.202	79	61	3	81	64	141	5.227E-07	269
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9V0Y9-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9V0Y9-F1-model_v4 HTH-type transcriptional regulator FL11	0.212	79	61	3	81	64	141	4.891E-07	263
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9V2D7-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9V2D7-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PYRAB01370	0.223	76	57	7	81	74	149	8.900E-07	263
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U0P3-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U0P3-F1-model_v4 HTH-type transcriptional regulator FL11	0.200	79	62	3	81	64	141	5.971E-07	259
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9V1E5-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9V1E5-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PYRAB04820	0.179	78	62	3	80	61	137	2.113E-06	251
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9UY16-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q9UY16-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PYRAB16920	0.265	79	54	7	81	67	145	7.792E-07	248
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U067-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U067-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PF1734	0.162	74	61	7	80	65	138	6.127E-06	242
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-C3MYM1-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-C3MYM1-F1-model_v4 Homocitrate synthase	0.243	78	58	5	81	383	460	2.758E-06	240
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q97ZE0-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q97ZE0-F1-model_v4 Homocitrate synthase	0.246	77	57	6	81	384	460	2.758E-06	239
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O59309-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O59309-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PH1692	0.177	78	63	3	80	62	138	4.110E-06	237
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-P44337-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-P44337-F1-model_v4 Regulatory protein AsnC	0.283	80	56	3	81	63	142	2.580E-06	237
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-C3NHU6-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-C3NHU6-F1-model_v4 Homocitrate synthase	0.243	78	58	5	81	383	460	4.110E-06	235
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O59579-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-O59579-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PH1916	0.253	79	55	7	81	67	145	2.947E-06	232
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U445-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-Q8U445-F1-model_v4 Uncharacterized HTH-type transcriptional regulator PF0250	0.240	79	56	7	81	67	145	2.580E-06	232
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-F8DT24-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-F8DT24-F1-model_v4 HTH-type transcriptional regulator Zrp	0.205	78	59	7	81	64	141	2.758E-06	229
LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-P0DJA6-F1-model_v4	LOKIASV2_1987_ESMFold_Lrp-AsnC_ligand_binding_domain-containing_protein	AF-P0DJA6-F1-model_v4 HTH-type transcriptional regulator Zrp	0.205	78	59	7	81	64	141	2.758E-06	229
