query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-A6T814-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-A6T814-F1-model_v4 UPF0283 membrane protein KPN78578_12740	0.115	167	135	5	171	200	353	1.321E-01	62
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-Q1RC43-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-Q1RC43-F1-model_v4 UPF0283 membrane protein YcjF	0.101	161	136	11	171	202	353	1.145E-01	61
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-Q0T579-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-Q0T579-F1-model_v4 UPF0283 membrane protein YcjF	0.132	167	133	5	171	200	353	2.229E-01	60
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-C4ZV70-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-C4ZV70-F1-model_v4 UPF0283 membrane protein YcjF	0.114	167	136	5	171	200	353	1.933E-01	59
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B4TWZ4-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B4TWZ4-F1-model_v4 UPF0283 membrane protein YcjF	0.098	166	138	5	170	200	353	2.027E-01	59
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B5F588-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B5F588-F1-model_v4 UPF0283 membrane protein YcjF	0.096	166	138	5	170	200	353	2.338E-01	58
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-A7ZLF1-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-A7ZLF1-F1-model_v4 UPF0283 membrane protein YcjF	0.120	167	135	5	171	200	353	2.126E-01	58
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-A9MQ55-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-A9MQ55-F1-model_v4 UPF0283 membrane protein YcjF	0.105	167	135	5	171	200	351	2.452E-01	58
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-P0A8R8-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-P0A8R8-F1-model_v4 UPF0283 membrane protein YcjF	0.114	167	136	5	171	200	353	2.338E-01	58
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B7URD0-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B7URD0-F1-model_v4 UPF0283 membrane protein YcjF	0.120	167	135	5	171	200	353	3.261E-01	57
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B7N4C9-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B7N4C9-F1-model_v4 UPF0283 membrane protein YcjF	0.120	167	135	5	171	200	353	3.261E-01	57
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B7MUG2-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B7MUG2-F1-model_v4 UPF0283 membrane protein YcjF	0.119	161	133	11	171	202	353	2.828E-01	57
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B1LGA6-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B1LGA6-F1-model_v4 UPF0283 membrane protein YcjF	0.109	167	136	5	171	200	353	2.696E-01	56
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B4T6S8-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-B4T6S8-F1-model_v4 UPF0283 membrane protein YcjF	0.092	166	139	5	170	200	353	2.966E-01	56
LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-Q83LB2-F1-model_v4	LOKIASV2_3061_ESMFold_DUF6512_family_protein	AF-Q83LB2-F1-model_v4 UPF0283 membrane protein YcjF	0.132	167	133	5	171	200	353	4.339E-01	56
