query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P50360-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P50360-F1-model_v4 Uncharacterized protein y4hP	0.121	202	174	3	204	111	309	2.714E-08	212
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P22344-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P22344-F1-model_v4 Insertion element ISM1 uncharacterized 48.3 kDa protein	0.157	180	134	26	205	62	221	1.306E-07	211
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P55630-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P55630-F1-model_v4 Uncharacterized protein y4qI	0.125	201	172	3	203	110	307	1.379E-06	164
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q8R6I2-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q8R6I2-F1-model_v4 UPF0236 protein TTE0610/TTE0881/TTE1053/TTE2432	0.137	162	129	40	201	75	225	5.534E-06	144
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q8RCM2-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q8RCM2-F1-model_v4 UPF0236 protein TTE0402	0.137	162	129	40	201	100	250	7.953E-06	140
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q06126-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q06126-F1-model_v4 Transposase for insertion sequence element IS1001	0.106	160	119	31	190	43	176	2.663E-05	136
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P59787-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P59787-F1-model_v4 Transposase for insertion sequence element IS256 in transposon Tn4001	0.106	163	132	37	199	56	204	4.319E-05	133
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P19775-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P19775-F1-model_v4 Transposase for insertion sequence element IS256 in transposon Tn4001	0.107	163	132	37	199	56	204	3.827E-05	125
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P9WKH6-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P9WKH6-F1-model_v4 Transposase for insertion sequence element IS1557	0.116	185	141	17	201	34	194	6.959E-04	112
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q8KRA0-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-Q8KRA0-F1-model_v4 UPF0236 protein in vanSb 3'region	0.123	160	132	40	199	56	207	2.078E-04	99
LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P35881-F1-model_v4	LOKIASV2_2690_ESMFold_hypothetical_protein	AF-P35881-F1-model_v4 Transposase for insertion sequence element IS905	0.126	171	134	33	203	46	199	8.862E-04	92
