query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-B0G107-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-B0G107-F1-model_v4 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog	0.241	419	312	3	414	76	494	6.241E-22	922
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q0VCA5-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q0VCA5-F1-model_v4 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	0.255	450	297	5	404	102	551	9.731E-21	814
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-P39651-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-P39651-F1-model_v4 Uncharacterized protein YwfO	0.243	420	307	4	409	9	428	3.506E-20	795
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q502K2-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q502K2-F1-model_v4 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	0.230	455	310	3	406	91	545	7.636E-20	792
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q5ZJL9-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q5ZJL9-F1-model_v4 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	0.240	456	306	5	407	105	560	2.545E-20	784
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q9Y3Z3-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q9Y3Z3-F1-model_v4 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	0.239	452	306	2	404	111	562	1.153E-19	783
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q60710-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q60710-F1-model_v4 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	0.241	458	302	6	404	147	604	7.993E-20	759
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q6INN8-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q6INN8-F1-model_v4 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	0.220	461	312	6	406	112	572	3.791E-19	753
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q58554-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q58554-F1-model_v4 Uncharacterized protein MJ1154	0.244	410	284	7	416	2	377	6.566E-19	729
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-P75115-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-P75115-F1-model_v4 Uncharacterized protein MG461 homolog	0.217	422	306	5	396	2	423	6.272E-19	719
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-P47699-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-P47699-F1-model_v4 Uncharacterized protein MG461	0.229	422	301	5	396	2	423	7.532E-19	716
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q09374-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q09374-F1-model_v4 Uncharacterized protein ZK177.8	0.203	509	328	1	413	40	548	8.295E-16	576
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-O05502-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-O05502-F1-model_v4 Uncharacterized protein YdhJ	0.185	385	260	7	391	1	320	1.367E-08	324
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q0TNV1-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q0TNV1-F1-model_v4 Deoxyguanosinetriphosphate triphosphohydrolase-like protein	0.181	292	217	22	287	44	335	1.485E-04	156
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q9KMM3-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-Q9KMM3-F1-model_v4 Deoxyguanosinetriphosphate triphosphohydrolase-like protein 2	0.162	359	230	22	296	41	399	3.710E-04	120
LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-B9JEG2-F1-model_v4	LOKIASV2_0079_ESMFold_HD_domain-containing_protein	AF-B9JEG2-F1-model_v4 Deoxyguanosinetriphosphate triphosphohydrolase-like protein	0.139	359	229	19	285	38	396	1.681E-03	118
