query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P75532-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P75532-F1-model_v4 Uncharacterized HTH-type transcriptional regulator MG101 homolog	0.093	43	37	74	115	178	220	3.924E+00	35
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-O94358-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-O94358-F1-model_v4 Uncharacterized protein C428.10	0.146	41	32	73	110	643	683	3.288E+00	35
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-D3ZA12-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-D3ZA12-F1-model_v4 Chromodomain-helicase-DNA-binding protein 6	0.090	44	36	72	112	378	421	2.755E+00	35
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q57986-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q57986-F1-model_v4 Fe(2+) transporter FeoB	0.105	38	32	72	109	24	60	3.699E+00	34
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9SJT8-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9SJT8-F1-model_v4 Protein SHI RELATED SEQUENCE 3	0.219	40	29	74	111	87	126	3.288E+00	31
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9SD40-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9SD40-F1-model_v4 Protein SHI RELATED SEQUENCE 1	0.177	45	34	72	113	246	290	3.488E+00	31
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-O51859-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-O51859-F1-model_v4 DNA gyrase subunit B	0.133	30	24	75	104	649	677	7.505E+00	31
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0C0F2-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0C0F2-F1-model_v4 DNA polymerase III subunit alpha	0.163	54	39	72	118	892	945	2.922E+00	31
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-B0R0I6-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-B0R0I6-F1-model_v4 Chromodomain-helicase-DNA-binding protein 8	0.073	41	34	75	112	767	807	4.415E+00	31
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q4WHU1-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q4WHU1-F1-model_v4 Probable 4-hydroxyphenylpyruvate dioxygenase 1	0.040	47	43	72	117	137	183	4.162E+00	30
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P53303-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P53303-F1-model_v4 Zinc finger protein ZPR1	0.153	52	40	72	119	286	337	4.415E+00	30
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q8P0S5-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q8P0S5-F1-model_v4 DNA polymerase III subunit alpha	0.163	54	39	72	118	894	947	3.288E+00	30
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-O51526-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-O51526-F1-model_v4 DNA polymerase III subunit alpha	0.090	54	42	72	118	986	1039	3.488E+00	30
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9JIX5-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9JIX5-F1-model_v4 Chromodomain-helicase-DNA-binding protein 8	0.073	41	34	75	112	731	771	5.589E+00	30
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q0D1P8-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q0D1P8-F1-model_v4 Lactoylglutathione lyase-like protein terB	0.093	42	35	74	113	155	196	5.589E+00	29
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-A0A5D0EMF2-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-A0A5D0EMF2-F1-model_v4 CD-NTase-associated protein 12	0.121	33	28	70	102	219	251	5.928E+00	29
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q6TGZ5-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q6TGZ5-F1-model_v4 4-hydroxyphenylpyruvate dioxygenase	0.090	33	27	72	104	117	147	7.075E+00	29
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0DA74-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0DA74-F1-model_v4 DNA polymerase III subunit alpha	0.163	54	39	72	118	894	947	3.699E+00	29
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0DA75-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0DA75-F1-model_v4 DNA polymerase III subunit alpha	0.163	54	39	72	118	894	947	4.162E+00	29
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q5XBV1-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q5XBV1-F1-model_v4 DNA polymerase III subunit alpha	0.163	54	39	72	118	894	947	3.924E+00	29
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q80U28-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q80U28-F1-model_v4 MAP kinase-activating death domain protein	0.113	43	35	71	113	1536	1576	3.488E+00	29
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q5BKL0-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q5BKL0-F1-model_v4 4-hydroxyphenylpyruvate dioxygenase	0.121	33	26	72	104	117	147	8.444E+00	28
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q1E803-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q1E803-F1-model_v4 4-hydroxyphenylpyruvate dioxygenase	0.037	52	48	72	122	134	185	4.683E+00	28
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0C0F3-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0C0F3-F1-model_v4 DNA polymerase III subunit alpha	0.163	54	39	72	118	894	947	4.415E+00	28
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9Z7N8-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q9Z7N8-F1-model_v4 DNA polymerase III subunit alpha	0.090	54	42	72	118	1037	1090	4.162E+00	28
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-E9CWP5-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-E9CWP5-F1-model_v4 4-hydroxyphenylpyruvate dioxygenase	0.037	52	48	72	122	134	185	5.269E+00	27
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q8E5U8-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q8E5U8-F1-model_v4 ATP synthase subunit beta	0.104	48	42	74	121	29	76	3.699E+00	27
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0CW94-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P0CW94-F1-model_v4 4-hydroxyphenylpyruvate dioxygenase	0.037	52	48	72	122	134	185	5.928E+00	26
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q2SRV9-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q2SRV9-F1-model_v4 GTPase Obg	0.125	40	34	72	111	180	219	9.501E+00	26
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q28CK1-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q28CK1-F1-model_v4 Nuclear receptor subfamily 2 group C member 1	0.134	51	42	74	122	52	102	5.928E+00	26
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-C6JUP2-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-C6JUP2-F1-model_v4 Three-finger toxin 3FTx-2	0.116	43	37	7	49	17	59	4.683E+00	25
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q6GN21-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q6GN21-F1-model_v4 Nuclear receptor subfamily 2 group C member 1-A	0.098	51	43	74	122	52	102	7.505E+00	25
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P56157-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-P56157-F1-model_v4 DNA polymerase III subunit alpha	0.076	65	41	75	119	1038	1102	3.288E+00	25
LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q09022-F1-model_v4	LOKIASV2_4467_ESMFold_hypothetical_protein	AF-Q09022-F1-model_v4 Xenoxin-1	0.113	51	43	1	49	1	51	3.699E+00	24
