query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-O75071-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-O75071-F1-model_v4 EF-hand calcium-binding domain-containing protein 14	0.197	198	147	3	186	162	359	4.085E+00	21
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9JJ26-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9JJ26-F1-model_v4 Pyrin	0.145	192	159	2	188	489	680	7.395E+00	21
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9HHT0-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9HHT0-F1-model_v4 Gas vesicle protein C 2	0.113	211	171	2	195	28	238	9.951E+00	20
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9RJ68-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9RJ68-F1-model_v4 Sec-independent protein translocase protein TatA	0.175	91	66	108	198	7	87	6.866E+00	19
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9UJZ1-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9UJZ1-F1-model_v4 Stomatin-like protein 2, mitochondrial	0.157	138	115	21	158	185	321	8.579E+00	19
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q84NC5-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q84NC5-F1-model_v4 MADS-box transcription factor 25	0.164	156	119	46	188	63	218	8.579E+00	18
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q01850-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q01850-F1-model_v4 Cerebellar degeneration-related protein 2	0.156	192	137	3	165	29	220	9.951E+00	18
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-B9F2Y7-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-B9F2Y7-F1-model_v4 Kinesin-like protein KIN-4C	0.204	158	125	41	198	382	539	6.375E+00	18
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-P63160-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-P63160-F1-model_v4 Potassium voltage-gated channel subfamily E member 2	0.133	128	104	43	170	3	123	5.103E+00	17
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9H9F9-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q9H9F9-F1-model_v4 Actin-related protein 5	0.190	141	102	56	196	295	421	6.375E+00	17
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q4QJQ6-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q4QJQ6-F1-model_v4 Ion-translocating oxidoreductase complex subunit C	0.156	155	124	27	174	441	595	5.919E+00	17
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q0H8X0-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q0H8X0-F1-model_v4 NADH-ubiquinone oxidoreductase chain 5	0.157	126	102	54	179	552	673	8.579E+00	17
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q8SHP7-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-Q8SHP7-F1-model_v4 NADH-ubiquinone oxidoreductase chain 5	0.181	123	100	59	181	563	685	9.951E+00	17
LOKIASV2_0740_ESMFold_hypothetical_protein	AF-A5UBJ0-F1-model_v4	LOKIASV2_0740_ESMFold_hypothetical_protein	AF-A5UBJ0-F1-model_v4 Ion-translocating oxidoreductase complex subunit C	0.127	168	123	42	183	441	608	6.375E+00	16
