query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O28469-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O28469-F1-model_v4 DNA topoisomerase 1	0.282	724	472	2	725	3	661	4.343E-53	2008
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q59046-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q59046-F1-model_v4 DNA topoisomerase 1	0.263	708	483	1	708	4	659	1.401E-53	1937
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O60126-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O60126-F1-model_v4 DNA topoisomerase 3	0.235	623	473	4	626	3	621	1.575E-46	1892
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q8T2T7-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q8T2T7-F1-model_v4 DNA topoisomerase 3	0.234	732	548	1	717	1	732	8.313E-52	1825
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O61660-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O61660-F1-model_v4 DNA topoisomerase 3	0.223	614	474	1	611	1	614	3.671E-45	1814
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q9LVP1-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q9LVP1-F1-model_v4 DNA topoisomerase 3-alpha	0.213	703	549	2	704	9	707	5.444E-50	1813
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q9UYS8-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q9UYS8-F1-model_v4 DNA topoisomerase 1	0.239	707	512	4	710	2	675	2.075E-48	1809
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q9HM08-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-Q9HM08-F1-model_v4 DNA topoisomerase 1	0.245	742	541	1	717	1	742	6.249E-51	1808
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O58356-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-O58356-F1-model_v4 DNA topoisomerase 1	0.237	721	520	4	724	2	683	2.527E-48	1789
LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-C7J0A2-F1-model_v4	LOKIASV2_2049_ESMFold_DNA_topoisomerase_I	AF-C7J0A2-F1-model_v4 DNA topoisomerase 3-alpha	0.206	723	573	2	724	10	732	1.607E-49	1782
