query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q8MXQ2-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q8MXQ2-F1-model_v4 Ras-related protein Rab-32C	0.162	186	154	1	185	18	203	2.699E-09	243
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q0PD08-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q0PD08-F1-model_v4 Ras-related protein Rab-42	0.183	174	140	10	183	9	180	1.574E-08	233
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q9FJN8-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q9FJN8-F1-model_v4 Ras-related protein RABA4a	0.153	185	151	10	194	17	195	1.223E-08	232
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q9BSW2-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q9BSW2-F1-model_v4 EF-hand calcium-binding domain-containing protein 4B	0.126	189	163	1	187	532	720	1.223E-08	232
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q6PHN9-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q6PHN9-F1-model_v4 Ras-related protein Rab-35	0.116	180	156	10	189	8	184	1.303E-08	231
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q6T310-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q6T310-F1-model_v4 Ras-like protein family member 11A	0.139	188	154	1	180	15	202	2.446E-08	230
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q58DS5-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q58DS5-F1-model_v4 Ras-related protein Rab-13	0.151	175	146	10	184	8	180	2.774E-08	229
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q9NP90-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q9NP90-F1-model_v4 Ras-related protein Rab-9B	0.153	198	164	4	201	1	195	1.149E-08	227
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-P07560-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-P07560-F1-model_v4 Ras-related protein SEC4	0.156	176	144	10	185	20	191	1.079E-08	227
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q14088-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-Q14088-F1-model_v4 Ras-related protein Rab-33A	0.138	198	169	2	198	28	225	3.568E-08	226
LOKIASV2_3580_ESMFold_hypothetical_protein	AF-P22278-F1-model_v4	LOKIASV2_3580_ESMFold_hypothetical_protein	AF-P22278-F1-model_v4 Ras-like protein 1	0.144	193	162	1	193	1	190	2.025E-08	225
