query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_2673_ESMFold_MFS_transporter	AF-P0A4K5-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-P0A4K5-F1-model_v4 Multi-drug resistance efflux pump PmrA	0.138	403	333	14	416	6	392	1.836E-12	587
LOKIASV2_2673_ESMFold_MFS_transporter	AF-P0A4K4-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-P0A4K4-F1-model_v4 Multi-drug resistance efflux pump PmrA	0.137	403	333	14	416	6	392	2.878E-12	578
LOKIASV2_2673_ESMFold_MFS_transporter	AF-A9MH10-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-A9MH10-F1-model_v4 Multidrug resistance protein MdtG	0.163	409	330	14	422	10	404	4.331E-12	562
LOKIASV2_2673_ESMFold_MFS_transporter	AF-Q8NBP5-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-Q8NBP5-F1-model_v4 Major facilitator superfamily domain-containing protein 9	0.147	439	361	2	425	30	468	4.512E-12	554
LOKIASV2_2673_ESMFold_MFS_transporter	AF-A8AI28-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-A8AI28-F1-model_v4 Multidrug resistance protein MdtG	0.171	403	322	14	416	10	398	1.203E-11	551
LOKIASV2_2673_ESMFold_MFS_transporter	AF-E8XY75-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-E8XY75-F1-model_v4 Multidrug resistance protein MdtG	0.158	410	333	14	423	16	411	6.007E-12	550
LOKIASV2_2673_ESMFold_MFS_transporter	AF-A7ZZ10-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-A7ZZ10-F1-model_v4 Multidrug resistance protein MdtG	0.157	412	334	14	425	12	408	8.330E-12	547
LOKIASV2_2673_ESMFold_MFS_transporter	AF-A8GCZ5-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-A8GCZ5-F1-model_v4 Multidrug resistance protein MdtG	0.146	412	339	14	425	10	407	8.330E-12	546
LOKIASV2_2673_ESMFold_MFS_transporter	AF-B7LT82-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-B7LT82-F1-model_v4 Multidrug resistance protein MdtG	0.168	406	327	14	419	12	405	1.155E-11	536
LOKIASV2_2673_ESMFold_MFS_transporter	AF-A1JN04-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-A1JN04-F1-model_v4 Multidrug resistance protein MdtG	0.159	408	331	14	421	10	403	1.739E-11	535
LOKIASV2_2673_ESMFold_MFS_transporter	AF-C0Q855-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-C0Q855-F1-model_v4 Multidrug resistance protein MdtG	0.163	409	330	14	422	10	404	1.887E-11	533
LOKIASV2_2673_ESMFold_MFS_transporter	AF-B5BBD5-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-B5BBD5-F1-model_v4 Multidrug resistance protein MdtG	0.163	409	330	14	422	10	404	1.476E-11	533
LOKIASV2_2673_ESMFold_MFS_transporter	AF-Q8Z7L7-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-Q8Z7L7-F1-model_v4 Multidrug resistance protein MdtG	0.165	409	329	14	422	10	404	2.047E-11	529
LOKIASV2_2673_ESMFold_MFS_transporter	AF-O34307-F1-model_v4	LOKIASV2_2673_ESMFold_MFS_transporter	AF-O34307-F1-model_v4 Uncharacterized MFS-type transporter YvmA	0.152	418	337	8	425	2	399	2.839E-11	528
