query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q027V0-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q027V0-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.272	213	139	6	218	12	203	3.459E-16	635
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q2S3Y8-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q2S3Y8-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.253	206	152	14	217	4	209	1.558E-15	623
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q726X7-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q726X7-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.283	216	148	1	216	9	216	2.019E-15	613
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q2GEF4-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q2GEF4-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.241	215	158	1	215	7	215	1.029E-15	602
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q1IP39-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q1IP39-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.248	181	129	38	218	37	208	7.391E-15	596
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q6AJI0-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q6AJI0-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.270	211	148	1	211	9	212	4.880E-15	595
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q3A3A8-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q3A3A8-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.287	197	136	17	213	23	214	9.096E-15	595
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-A1V2K3-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-A1V2K3-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.287	185	127	30	214	36	214	3.329E-14	594
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q1BV00-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-Q1BV00-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.282	185	128	30	214	36	214	1.881E-14	590
LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-B4RJK0-F1-model_v4	LOKIASV2_1194_ESMFold_phosphatidylserine_decarboxylase	AF-B4RJK0-F1-model_v4 Phosphatidylserine decarboxylase proenzyme	0.277	210	148	9	218	14	219	2.485E-15	590
