query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q54WN8-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q54WN8-F1-model_v4 Uncharacterized protein DDB_G0279527	0.108	1170	822	77	998	59	1228	1.075E-03	37
LOKIASV2_1839_AF2_hypothetical_protein	AF-A0MZ66-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-A0MZ66-F1-model_v4 Shootin-1	0.121	782	551	15	796	2	629	3.017E-02	31
LOKIASV2_1839_AF2_hypothetical_protein	AF-O75335-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-O75335-F1-model_v4 Liprin-alpha-4	0.132	895	687	2	896	131	922	3.908E-03	30
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q8K2Q9-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q8K2Q9-F1-model_v4 Shootin-1	0.112	780	543	17	796	4	616	9.851E-02	27
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q80VJ8-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q80VJ8-F1-model_v4 Protein KASH5	0.114	820	568	15	834	1	642	1.360E-01	27
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q63358-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q63358-F1-model_v4 Unconventional myosin-IXb	0.124	878	764	17	889	702	1579	2.567E-02	26
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q9QWH1-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q9QWH1-F1-model_v4 Polyhomeotic-like protein 2	0.125	348	256	450	797	1	294	5.812E-01	25
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q9VUA0-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q9VUA0-F1-model_v4 G patch domain-containing protein 1 homolog	0.095	743	594	54	796	294	950	7.528E-02	25
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q3V2A7-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q3V2A7-F1-model_v4 Glutamine-rich protein 2	0.112	660	515	137	796	9	589	1.687E-01	23
LOKIASV2_1839_AF2_hypothetical_protein	AF-Q802Y8-F1-model_v4	LOKIASV2_1839_AF2_hypothetical_protein	AF-Q802Y8-F1-model_v4 Zinc finger and BTB domain-containing protein 16-A	0.102	635	469	367	1001	78	600	4.441E-01	22
