query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8ZR01-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8ZR01-F1-model_v4 Endolytic peptidoglycan transglycosylase RlpA	0.120	50	42	15	63	317	366	6.186E-01	69
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P10100-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P10100-F1-model_v4 Endolytic peptidoglycan transglycosylase RlpA	0.120	50	42	15	63	298	347	6.955E-01	68
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8Z8I0-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8Z8I0-F1-model_v4 Endolytic peptidoglycan transglycosylase RlpA	0.120	50	42	15	63	313	362	7.375E-01	68
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9KTF4-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9KTF4-F1-model_v4 Endolytic peptidoglycan transglycosylase RlpA	0.063	47	42	18	63	198	244	1.996E+00	57
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8XBQ1-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8XBQ1-F1-model_v4 Endolytic peptidoglycan transglycosylase RlpA	0.101	69	51	6	63	279	347	9.884E-01	54
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0AD23-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0AD23-F1-model_v4 Uncharacterized protein YejG	0.057	52	47	11	62	48	98	1.325E+00	53
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0AD22-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0AD22-F1-model_v4 Uncharacterized protein YejG	0.057	52	47	11	62	48	98	1.325E+00	53
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0AD21-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0AD21-F1-model_v4 Uncharacterized protein YejG	0.105	57	47	11	67	48	100	1.489E+00	51
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-O96569-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-O96569-F1-model_v4 3,4-dihydroxyphenylacetaldehyde synthase 2	0.117	98	83	14	111	343	437	4.616E-01	47
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A0JNQ6-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A0JNQ6-F1-model_v4 Oocyte-expressed protein homolog	0.129	104	88	2	105	39	140	7.375E-01	46
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q6CA08-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q6CA08-F1-model_v4 Translation machinery-associated protein 22	0.152	58	42	21	78	122	171	1.325E+00	46
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9X234-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9X234-F1-model_v4 Probable cell division protein WhiA	0.144	188	134	3	190	133	289	5.942E-02	46
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A6ZKR5-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A6ZKR5-F1-model_v4 Heterogeneous nuclear rnp K-like protein 2	0.090	112	99	2	111	261	372	4.353E-01	46
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P9WIJ9-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P9WIJ9-F1-model_v4 Probable chromosome-partitioning protein ParB	0.095	42	37	21	62	287	328	3.585E+00	45
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P38199-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P38199-F1-model_v4 Heterogeneous nuclear rnp K-like protein 2	0.090	112	99	2	111	261	372	5.502E-01	45
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0A5R3-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P0A5R3-F1-model_v4 Probable chromosome-partitioning protein ParB	0.095	42	37	21	62	287	328	4.274E+00	44
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-C8Z3W4-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-C8Z3W4-F1-model_v4 Heterogeneous nuclear rnp K-like protein 2	0.106	113	97	2	111	261	373	7.375E-01	44
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8NAP1-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q8NAP1-F1-model_v4 Putative protein CASTOR 3	0.060	63	56	2	62	86	148	2.379E+00	43
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A5E3R9-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A5E3R9-F1-model_v4 Translation machinery-associated protein 22	0.152	68	49	8	66	116	183	1.178E+00	42
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9CJR6-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9CJR6-F1-model_v4 Endolytic peptidoglycan transglycosylase RlpA	0.129	52	44	16	66	231	282	3.802E+00	42
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q58295-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q58295-F1-model_v4 DNA polymerase	0.179	64	48	3	66	586	645	1.111E+00	42
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A3LSY0-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A3LSY0-F1-model_v4 Translation machinery-associated protein 22	0.180	68	48	8	66	99	166	1.178E+00	41
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P32438-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P32438-F1-model_v4 IMPACT family member in pol 5'region	0.063	47	39	20	62	123	169	2.116E+00	40
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P38841-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-P38841-F1-model_v4 Uncharacterized protein YHR138C	0.131	60	50	3	62	25	83	3.802E+00	39
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A6NGQ2-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A6NGQ2-F1-model_v4 Oocyte-expressed protein homolog	0.090	102	90	2	103	50	149	1.178E+00	39
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A7IIG5-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-A7IIG5-F1-model_v4 Phosphoglucosamine mutase	0.107	63	54	2	62	374	436	1.111E+00	39
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9Z7M0-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q9Z7M0-F1-model_v4 Probable chromosome-partitioning protein ParB	0.068	58	52	6	62	216	273	4.274E+00	38
LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q06VW1-F1-model_v4	LOKIASV2_1069_ESMFold_hypothetical_protein	AF-Q06VW1-F1-model_v4 Oocyte-expressed protein homolog	0.127	103	86	2	104	50	149	1.489E+00	37
