query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q797E6-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q797E6-F1-model_v4 Intracellular iron chaperone frataxin	0.124	121	94	15	135	6	113	2.330E-02	84
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9KUT4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9KUT4-F1-model_v4 Arginine repressor	0.088	110	95	30	134	44	153	1.481E-01	45
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A7MWD9-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A7MWD9-F1-model_v4 Arginine repressor	0.070	100	73	55	134	54	153	2.854E-01	45
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5E876-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5E876-F1-model_v4 Arginine repressor	0.125	64	51	77	135	91	154	4.882E-01	45
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B7VIC9-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B7VIC9-F1-model_v4 Arginine repressor	0.070	100	73	55	134	54	153	3.413E-01	44
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B0UUR7-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B0UUR7-F1-model_v4 Arginine repressor	0.123	65	53	74	134	88	152	6.197E-01	43
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5BGR4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5BGR4-F1-model_v4 Arginine repressor	0.119	67	55	74	136	89	155	6.197E-01	43
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9LCS5-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9LCS5-F1-model_v4 Acetylornithine aminotransferase	0.126	77	61	72	142	319	395	7.411E-01	43
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q86TP1-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q86TP1-F1-model_v4 Exopolyphosphatase PRUNE1	0.070	147	130	6	152	238	378	8.656E-02	43
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3B424-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3B424-F1-model_v4 Arginine repressor	0.105	94	67	58	133	52	145	3.413E-01	42
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3C167-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3C167-F1-model_v4 Arginine regulator	0.187	62	47	74	132	87	148	4.599E-01	42
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8TUZ5-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8TUZ5-F1-model_v4 Acetylornithine aminotransferase	0.119	66	56	74	138	322	387	1.194E+00	42
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q57JA8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q57JA8-F1-model_v4 Arginine repressor	0.107	65	54	74	134	89	153	9.987E-01	41
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0A1B4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0A1B4-F1-model_v4 Arginine repressor	0.104	67	56	74	136	89	155	9.987E-01	41
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q1CEJ2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q1CEJ2-F1-model_v4 Arginine repressor	0.104	67	56	74	136	89	155	9.408E-01	41
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8DEC1-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8DEC1-F1-model_v4 Arginine repressor	0.107	65	54	74	134	89	153	9.987E-01	41
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7N9E5-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7N9E5-F1-model_v4 Acetylornithine/succinyldiaminopimelate aminotransferase	0.140	123	89	18	140	299	403	6.578E-01	41
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7W979-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7W979-F1-model_v4 Diaminobutyrate--2-oxoglutarate transaminase	0.141	78	63	72	145	346	423	1.060E+00	41
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7VP42-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7VP42-F1-model_v4 Arginine repressor	0.134	65	52	74	134	86	150	9.408E-01	40
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5R1A3-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5R1A3-F1-model_v4 Arginine repressor	0.107	65	54	74	134	89	153	9.987E-01	40
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9K8V5-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9K8V5-F1-model_v4 Acetylornithine aminotransferase	0.126	120	81	24	143	291	384	9.408E-01	40
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q89LG2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q89LG2-F1-model_v4 Acetylornithine aminotransferase 2	0.106	123	89	17	139	291	391	9.987E-01	40
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7WHI8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7WHI8-F1-model_v4 Diaminobutyrate--2-oxoglutarate transaminase	0.142	77	62	72	144	346	422	1.194E+00	40
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B1JMK2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B1JMK2-F1-model_v4 Arginine repressor	0.104	67	56	74	136	89	155	1.346E+00	39
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5F7M0-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5F7M0-F1-model_v4 Arginine repressor	0.082	97	70	58	134	57	153	5.500E-01	39
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A8G8Y6-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A8G8Y6-F1-model_v4 Arginine repressor	0.126	63	50	77	134	91	153	8.864E-01	39
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q55750-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q55750-F1-model_v4 Transcription-repair-coupling factor	0.160	72	57	74	142	1119	1190	9.408E-01	39
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A5UCQ2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A5UCQ2-F1-model_v4 Arginine repressor	0.149	65	50	77	136	86	150	6.578E-01	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5PJU3-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5PJU3-F1-model_v4 Arginine repressor	0.107	65	54	74	134	89	153	1.346E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0A6D2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0A6D2-F1-model_v4 Arginine repressor	0.089	67	56	74	136	89	155	1.346E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C6DKH0-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C6DKH0-F1-model_v4 Arginine repressor	0.107	65	53	77	136	91	155	1.268E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q87SU8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q87SU8-F1-model_v4 Arginine repressor	0.106	110	93	30	134	44	153	2.533E-01	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5REV8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5REV8-F1-model_v4 Arginine repressor	0.082	97	70	58	134	57	153	6.578E-01	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B4UCN6-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B4UCN6-F1-model_v4 Arginine repressor	0.063	94	71	58	134	53	146	6.578E-01	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C3PGI6-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C3PGI6-F1-model_v4 Arginine repressor	0.126	61	52	72	131	98	158	1.060E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q2INH7-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q2INH7-F1-model_v4 Arginine repressor	0.059	64	56	74	134	86	149	9.987E-01	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8FTN0-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8FTN0-F1-model_v4 Arginine repressor	0.120	58	48	77	131	109	166	1.125E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-O08321-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-O08321-F1-model_v4 Acetylornithine aminotransferase	0.128	70	59	74	142	315	384	1.708E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q882K8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q882K8-F1-model_v4 Acetylornithine aminotransferase 2	0.111	120	86	23	142	300	397	1.708E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q75AW1-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q75AW1-F1-model_v4 Acetylornithine aminotransferase, mitochondrial	0.164	66	54	74	139	356	420	1.516E+00	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6AYG3-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6AYG3-F1-model_v4 Exopolyphosphatase PRUNE1	0.067	140	124	6	145	238	371	2.533E-01	38
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A5UIX2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A5UIX2-F1-model_v4 Arginine repressor	0.134	65	51	77	136	86	150	7.867E-01	37
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B7M0U9-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B7M0U9-F1-model_v4 Arginine repressor	0.074	67	57	74	136	89	155	1.516E+00	37
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A3D074-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A3D074-F1-model_v4 Arginine repressor	0.164	65	50	74	134	89	153	1.346E+00	37
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0A1B3-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0A1B3-F1-model_v4 Arginine repressor	0.102	112	95	30	136	44	155	5.182E-01	36
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q740I4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q740I4-F1-model_v4 Arginine repressor	0.122	57	47	79	132	107	163	1.708E+00	36
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9CC12-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q9CC12-F1-model_v4 Acetylornithine aminotransferase	0.108	72	61	74	142	331	402	2.443E+00	36
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P18544-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P18544-F1-model_v4 Acetylornithine aminotransferase, mitochondrial	0.176	67	53	74	140	357	421	1.516E+00	36
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5E9Y6-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5E9Y6-F1-model_v4 Exopolyphosphatase PRUNE1	0.070	147	126	6	152	238	373	3.413E-01	36
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q01767-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q01767-F1-model_v4 L-lysine-epsilon aminotransferase	0.160	75	58	74	143	383	457	1.609E+00	36
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q024T4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q024T4-F1-model_v4 Arginine repressor	0.086	66	58	74	139	80	144	1.609E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q0HEW1-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q0HEW1-F1-model_v4 Arginine repressor	0.128	110	91	30	134	44	153	5.182E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B7LRL2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B7LRL2-F1-model_v4 Arginine repressor	0.103	111	94	30	135	44	154	5.182E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B1LGK3-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B1LGK3-F1-model_v4 Arginine repressor	0.074	67	57	74	136	89	155	2.302E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q0T051-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q0T051-F1-model_v4 Arginine repressor	0.074	67	57	74	136	89	155	1.925E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6LV53-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6LV53-F1-model_v4 Arginine repressor	0.093	111	95	30	135	44	154	3.845E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B4TJT4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B4TJT4-F1-model_v4 Arginine repressor	0.104	110	93	30	134	44	153	5.182E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A6WSM2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A6WSM2-F1-model_v4 Arginine repressor	0.128	110	91	30	134	44	153	5.182E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B4TWL0-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B4TWL0-F1-model_v4 Arginine repressor	0.102	112	95	30	136	44	155	5.838E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C0PZQ5-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C0PZQ5-F1-model_v4 Arginine repressor	0.112	110	92	30	134	44	153	4.082E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B2K2N4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B2K2N4-F1-model_v4 Arginine repressor	0.095	63	52	77	134	91	153	1.609E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8GND0-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8GND0-F1-model_v4 Arginine regulator	0.125	62	51	74	132	87	148	1.813E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5FIT8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B5FIT8-F1-model_v4 Arginine repressor	0.104	110	93	30	134	44	153	5.182E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A0PP78-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A0PP78-F1-model_v4 Arginine repressor	0.118	59	49	77	132	107	165	1.925E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7SI94-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q7SI94-F1-model_v4 [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase	0.116	120	82	23	142	291	384	3.102E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q59282-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q59282-F1-model_v4 Acetylornithine aminotransferase	0.093	117	83	20	136	299	390	2.043E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q4A0N2-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q4A0N2-F1-model_v4 Ornithine aminotransferase 1	0.156	62	51	74	135	331	391	1.609E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q828A3-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q828A3-F1-model_v4 Acetylornithine aminotransferase	0.090	72	64	74	145	329	399	2.302E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6FXA4-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6FXA4-F1-model_v4 Acetylornithine aminotransferase, mitochondrial	0.144	69	57	74	142	360	427	2.302E+00	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C4KIK1-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C4KIK1-F1-model_v4 Alanine--tRNA ligase	0.154	126	101	13	132	774	899	4.333E-01	35
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0AF51-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0AF51-F1-model_v4 Uncharacterized protein YjbR	0.105	114	95	32	145	3	109	1.609E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3ASI3-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3ASI3-F1-model_v4 Arginine repressor	0.089	67	56	71	133	79	145	3.292E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8KDE1-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8KDE1-F1-model_v4 Arginine repressor	0.052	95	71	58	133	52	146	1.516E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P45110-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P45110-F1-model_v4 Arginine repressor	0.123	112	93	30	136	39	150	3.413E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B0BQM9-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-B0BQM9-F1-model_v4 Arginine repressor	0.091	139	109	14	134	12	150	3.845E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A1RFX7-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A1RFX7-F1-model_v4 Arginine repressor	0.125	110	91	30	134	44	153	4.333E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A0L114-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A0L114-F1-model_v4 Arginine repressor	0.120	110	92	30	134	44	153	6.197E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3YX10-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q3YX10-F1-model_v4 Arginine repressor	0.096	110	94	30	134	44	153	5.182E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8EIR6-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8EIR6-F1-model_v4 Arginine repressor	0.120	110	92	30	134	44	153	6.982E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C5BF97-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-C5BF97-F1-model_v4 Arginine repressor	0.107	65	53	77	136	91	155	1.925E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8FD52-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q8FD52-F1-model_v4 Arginine repressor	0.088	110	95	30	134	44	153	6.197E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P9WPY8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P9WPY8-F1-model_v4 Arginine repressor	0.097	82	66	79	152	113	194	1.194E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5HP24-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5HP24-F1-model_v4 Acetylornithine aminotransferase	0.113	113	73	24	136	289	371	1.925E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q59928-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q59928-F1-model_v4 Acetylornithine aminotransferase	0.088	120	91	18	137	279	379	7.411E-01	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q71Z79-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q71Z79-F1-model_v4 Acetylornithine aminotransferase	0.210	72	56	74	145	315	386	2.594E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5HJI8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5HJI8-F1-model_v4 Ornithine aminotransferase 1	0.169	63	50	74	136	331	391	1.516E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q93R93-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q93R93-F1-model_v4 [LysW]-aminoadipate semialdehyde transaminase	0.125	63	54	74	136	332	394	3.292E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5SHH5-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q5SHH5-F1-model_v4 [LysW]-aminoadipate semialdehyde transaminase	0.125	63	54	74	136	332	394	3.710E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P9WPZ7-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P9WPZ7-F1-model_v4 Acetylornithine aminotransferase	0.117	66	55	74	136	331	396	3.495E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P63569-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P63569-F1-model_v4 Acetylornithine aminotransferase	0.117	66	55	74	136	331	396	3.710E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q72RH8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q72RH8-F1-model_v4 Acetylornithine aminotransferase	0.151	65	53	74	138	342	405	2.753E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q55DT8-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q55DT8-F1-model_v4 Probable acetylornithine aminotransferase, mitochondrial	0.130	67	56	75	139	385	451	3.710E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6ESZ9-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q6ESZ9-F1-model_v4 Serine decarboxylase 1	0.090	130	76	13	142	375	458	2.443E+00	34
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0AF50-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-P0AF50-F1-model_v4 Uncharacterized protein YjbR	0.105	114	95	32	145	3	109	2.043E+00	33
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A1SRP6-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-A1SRP6-F1-model_v4 Arginine repressor	0.140	62	48	77	133	88	149	1.708E+00	33
LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q4QL90-F1-model_v4	LOKIASV2_1994_ESMFold_hypothetical_protein	AF-Q4QL90-F1-model_v4 Arginine repressor	0.139	112	91	30	136	39	150	5.838E-01	33
