query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q8CC21-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q8CC21-F1-model_v4 Tetratricopeptide repeat protein 19, mitochondrial	0.206	95	74	15	109	266	359	5.119E-02	107
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-D4A6D7-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-D4A6D7-F1-model_v4 Tetratricopeptide repeat protein 19, mitochondrial	0.206	95	74	15	109	266	359	6.455E-02	105
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q59MA9-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q59MA9-F1-model_v4 Clustered mitochondria protein homolog	0.135	81	67	32	110	1199	1279	1.454E-01	103
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q6CE38-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q6CE38-F1-model_v4 Clustered mitochondria protein homolog	0.113	97	84	13	109	1019	1114	1.454E-01	102
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P78603-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P78603-F1-model_v4 Vesicular-fusion protein SEC17	0.142	97	81	15	111	95	189	1.541E-01	100
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q940U6-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q940U6-F1-model_v4 Protein FLUORESCENT IN BLUE LIGHT, chloroplastic	0.100	109	91	10	111	198	306	7.249E-02	99
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P34473-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P34473-F1-model_v4 Uncharacterized protein F58A4.6	0.142	116	91	4	110	79	194	4.558E-02	93
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q5BJI7-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q5BJI7-F1-model_v4 N-lysine methyltransferase SMYD2-A	0.132	95	81	14	107	340	434	2.313E-01	93
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q92JD2-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q92JD2-F1-model_v4 Uncharacterized protein RC0135	0.102	96	84	14	107	20	115	1.834E-01	92
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q9SPE6-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q9SPE6-F1-model_v4 Alpha-soluble NSF attachment protein 2	0.195	97	74	11	107	29	121	4.378E-01	90
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q00558-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q00558-F1-model_v4 40-kDa huntingtin-associated protein	0.094	113	92	5	107	77	189	3.471E-01	87
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A3GG12-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A3GG12-F1-model_v4 Clustered mitochondria protein homolog	0.113	97	78	22	110	1073	1169	1.731E-01	87
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q00828-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q00828-F1-model_v4 Response regulator aspartate phosphatase A	0.121	106	84	11	107	178	283	2.060E-01	86
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-M0RDU0-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-M0RDU0-F1-model_v4 40-kDa huntingtin-associated protein	0.094	114	92	5	107	77	190	3.276E-01	86
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q7RY84-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q7RY84-F1-model_v4 Clustered mitochondria protein homolog	0.130	98	84	13	109	1103	1200	3.471E-01	86
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A0MT11-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A0MT11-F1-model_v4 Golgi to ER traffic protein 4 homolog	0.128	109	92	1	107	1	109	2.753E-01	84
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P32602-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P32602-F1-model_v4 Alpha-soluble NSF attachment protein	0.111	98	84	11	108	93	188	6.201E-01	83
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q7L5D6-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q7L5D6-F1-model_v4 Golgi to ER traffic protein 4 homolog	0.174	108	88	1	107	7	114	2.451E-01	83
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P23610-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-P23610-F1-model_v4 40-kDa huntingtin-associated protein	0.092	116	94	5	109	77	192	4.639E-01	83
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-O34327-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-O34327-F1-model_v4 Response regulator aspartate phosphatase J	0.114	96	83	9	104	174	268	5.521E-01	83
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q8NA56-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q8NA56-F1-model_v4 Tetratricopeptide repeat protein 29	0.105	85	74	27	110	325	409	6.201E-01	83
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q80XJ3-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q80XJ3-F1-model_v4 Tetratricopeptide repeat protein 28	0.133	109	91	6	111	779	887	4.378E-01	83
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-O59742-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-O59742-F1-model_v4 Clustered mitochondria protein homolog	0.111	98	86	13	110	1066	1163	7.379E-01	82
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q59HN8-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q59HN8-F1-model_v4 Response regulator aspartate phosphatase H	0.160	100	76	5	104	170	261	3.898E-01	81
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A4QP73-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A4QP73-F1-model_v4 Tetratricopeptide repeat protein 19, mitochondrial	0.155	100	78	15	107	107	206	2.597E-01	81
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A5HK05-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A5HK05-F1-model_v4 Amyloid protein-binding protein 2	0.191	97	77	15	110	246	342	4.639E-01	81
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q0U0H7-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q0U0H7-F1-model_v4 Clustered mitochondria protein homolog	0.121	98	84	13	109	1094	1191	6.571E-01	81
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q75D68-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q75D68-F1-model_v4 Vesicular-fusion protein SEC17	0.137	86	72	5	90	67	151	7.820E-01	80
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A1Z3X3-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-A1Z3X3-F1-model_v4 Golgi to ER traffic protein 4 homolog	0.154	109	90	1	107	1	109	3.091E-01	80
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q8BYG0-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q8BYG0-F1-model_v4 Tetratricopeptide repeat protein 24	0.121	107	90	3	109	100	202	6.201E-01	80
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q4R6M4-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q4R6M4-F1-model_v4 Tetratricopeptide repeat protein 29	0.096	83	73	27	108	325	407	7.379E-01	80
LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q54DA8-F1-model_v4	LOKIASV2_0489_ESMFold_hypothetical_protein	AF-Q54DA8-F1-model_v4 Protein STIP1 homolog	0.163	95	74	15	109	278	366	3.091E-01	80
