query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q68WK6-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q68WK6-F1-model_v4 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0.204	259	181	2	260	171	398	1.020E-18	534
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q9ZD20-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q9ZD20-F1-model_v4 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0.200	258	183	2	259	172	401	4.696E-19	534
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-O66119-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-O66119-F1-model_v4 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0.215	260	177	1	260	207	433	1.967E-18	532
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q92HK7-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q92HK7-F1-model_v4 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0.197	259	186	2	260	174	406	8.035E-19	530
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q4ULG1-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q4ULG1-F1-model_v4 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0.191	262	190	3	264	175	410	1.645E-18	528
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q1RJT3-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q1RJT3-F1-model_v4 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0.201	264	189	1	264	176	413	5.617E-19	525
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-P37942-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-P37942-F1-model_v4 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	0.225	259	181	2	260	182	416	4.536E-18	512
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-P36413-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-P36413-F1-model_v4 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	0.197	254	178	6	259	406	628	1.251E-17	510
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-P19262-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-P19262-F1-model_v4 Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	0.210	258	182	2	259	225	455	6.889E-18	509
LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q8K9N2-F1-model_v4	LOKIASV2_3582_ESMFold_hypothetical_protein	AF-Q8K9N2-F1-model_v4 Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	0.210	251	174	9	259	164	384	1.110E-17	503
