query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P14827-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P14827-F1-model_v4 Modification methylase EcaI	0.225	449	324	33	451	2	450	2.236E-29	786
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P40814-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P40814-F1-model_v4 Type III restriction-modification system StyLTI enzyme mod	0.235	401	275	63	423	97	497	2.496E-23	647
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P25238-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P25238-F1-model_v4 Modification methylase KpnI	0.247	399	279	45	415	11	409	3.989E-21	575
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P12364-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P12364-F1-model_v4 Type III restriction-modification system EcoP15I enzyme mod	0.187	506	353	62	496	89	594	8.706E-22	490
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P71366-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P71366-F1-model_v4 Putative type III restriction-modification system HindVIP enzyme mod	0.213	440	313	68	466	120	559	3.184E-21	487
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P29538-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P29538-F1-model_v4 Modification methylase HpaI	0.216	338	181	68	405	2	233	3.943E-16	466
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P28638-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P28638-F1-model_v4 DNA adenine methyltransferase YhdJ	0.218	334	186	72	405	17	255	5.903E-15	432
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P09358-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P09358-F1-model_v4 Modification methylase DpnIIB	0.193	342	194	66	407	21	262	1.161E-14	428
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P23192-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P23192-F1-model_v4 Modification methylase MboII	0.188	331	196	81	411	14	255	2.178E-13	417
LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P50178-F1-model_v4	LOKIASV2_3454_ESMFold_hypothetical_protein	AF-P50178-F1-model_v4 Modification methylase LlaDCHIB	0.182	349	201	69	417	22	268	2.729E-13	388
