query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_4215_ESMFold_ribokinase	AF-P32143-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-P32143-F1-model_v4 Sulfofructose kinase	0.278	301	211	5	305	4	296	8.070E-31	1052
LOKIASV2_4215_ESMFold_ribokinase	AF-P83534-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-P83534-F1-model_v4 Bifunctional ribokinase/ribose-5-phosphate isomerase A	0.286	307	218	1	306	1	307	2.397E-29	991
LOKIASV2_4215_ESMFold_ribokinase	AF-P77493-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-P77493-F1-model_v4 Uncharacterized sugar kinase YdjH	0.253	310	226	2	305	3	312	4.981E-28	964
LOKIASV2_4215_ESMFold_ribokinase	AF-Q8R1Q9-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-Q8R1Q9-F1-model_v4 Ribokinase	0.266	302	217	2	298	16	317	8.359E-29	961
LOKIASV2_4215_ESMFold_ribokinase	AF-A0A0H2WZY4-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-A0A0H2WZY4-F1-model_v4 Ribokinase	0.290	303	213	1	301	1	303	2.166E-28	957
LOKIASV2_4215_ESMFold_ribokinase	AF-Q9H477-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-Q9H477-F1-model_v4 Ribokinase	0.272	301	215	2	297	15	315	7.553E-28	940
LOKIASV2_4215_ESMFold_ribokinase	AF-A1A6H3-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-A1A6H3-F1-model_v4 Ribokinase	0.248	312	229	2	307	68	379	5.069E-27	913
LOKIASV2_4215_ESMFold_ribokinase	AF-P0A9J6-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-P0A9J6-F1-model_v4 Ribokinase	0.273	306	222	2	307	4	309	1.737E-27	909
LOKIASV2_4215_ESMFold_ribokinase	AF-P44331-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-P44331-F1-model_v4 Ribokinase	0.277	305	220	1	305	1	305	3.149E-27	904
LOKIASV2_4215_ESMFold_ribokinase	AF-P0A9J7-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-P0A9J7-F1-model_v4 Ribokinase	0.273	306	222	2	307	4	309	2.635E-27	904
LOKIASV2_4215_ESMFold_ribokinase	AF-E9AD19-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-E9AD19-F1-model_v4 Ribokinase	0.277	305	211	2	294	15	319	6.825E-27	893
LOKIASV2_4215_ESMFold_ribokinase	AF-O60116-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-O60116-F1-model_v4 Ribokinase	0.266	312	221	5	306	4	315	8.659E-27	888
LOKIASV2_4215_ESMFold_ribokinase	AF-P50845-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-P50845-F1-model_v4 2-dehydro-3-deoxygluconokinase	0.208	314	242	1	306	1	314	6.946E-26	886
LOKIASV2_4215_ESMFold_ribokinase	AF-Q9K6K1-F1-model_v4	LOKIASV2_4215_ESMFold_ribokinase	AF-Q9K6K1-F1-model_v4 Ribokinase	0.258	305	214	2	306	3	292	3.996E-27	885
