query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-E0X9C7-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-E0X9C7-F1-model_v4 Sensor histidine kinase TodS	0.157	539	413	193	683	33	571	5.520E-32	733
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P39764-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P39764-F1-model_v4 Sporulation kinase C	0.246	400	299	149	548	30	427	2.490E-28	732
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0AEC4-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0AEC4-F1-model_v4 Aerobic respiration control sensor protein ArcB	0.188	527	425	157	680	118	644	6.232E-34	732
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0AEC3-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0AEC3-F1-model_v4 Aerobic respiration control sensor protein ArcB	0.188	527	425	157	680	118	644	3.207E-34	730
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P58363-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P58363-F1-model_v4 Aerobic respiration control sensor protein ArcB	0.188	527	425	157	680	118	644	4.471E-34	727
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q06067-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q06067-F1-model_v4 Signal transduction histidine-protein kinase AtoS	0.198	537	422	9	545	74	600	6.102E-30	702
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q881J7-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q881J7-F1-model_v4 Blue-light-activated protein	0.218	508	381	193	680	21	528	2.543E-32	699
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-A5W4E3-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-A5W4E3-F1-model_v4 Sensor histidine kinase TodS	0.160	539	412	193	683	33	571	9.389E-33	699
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q8KIY1-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q8KIY1-F1-model_v4 Sensor histidine kinase TmoS	0.177	539	403	193	683	33	571	1.266E-31	697
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q4ZSY3-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q4ZSY3-F1-model_v4 Blue-light-activated protein	0.215	500	376	201	680	29	528	9.085E-32	687
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0DOA0-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0DOA0-F1-model_v4 Sensor kinase CckA	0.227	655	491	25	679	306	941	5.162E-35	674
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q48IV1-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q48IV1-F1-model_v4 Blue-light-activated protein	0.220	509	381	192	680	20	528	1.415E-31	673
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-O14002-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-O14002-F1-model_v4 Peroxide stress-activated histidine kinase mak2	0.166	715	569	2	684	1431	2145	1.337E-36	654
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P16497-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P16497-F1-model_v4 Sporulation kinase A	0.209	522	365	23	544	143	604	4.948E-27	647
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q9P896-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q9P896-F1-model_v4 Two-component system protein A	0.172	640	519	41	680	54	681	7.777E-34	629
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P39453-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P39453-F1-model_v4 Sensor protein TorS	0.209	372	293	310	680	428	799	5.174E-25	628
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q551X9-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q551X9-F1-model_v4 Hybrid signal transduction histidine kinase F	0.164	688	566	6	683	22	709	1.545E-32	627
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-T2KMF4-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-T2KMF4-F1-model_v4 Histidine kinase P4	0.260	413	275	309	681	824	1236	8.327E-26	619
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-O74539-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-O74539-F1-model_v4 Peroxide stress-activated histidine kinase mak3	0.126	887	597	1	684	1452	2338	8.884E-33	609
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P10955-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P10955-F1-model_v4 Sensor protein FixL	0.202	409	320	154	555	97	505	1.063E-24	599
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q8D5Z6-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q8D5Z6-F1-model_v4 Autoinducer 2 sensor kinase/phosphatase LuxQ	0.165	663	552	20	682	192	853	1.280E-33	599
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0DMC5-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0DMC5-F1-model_v4 Sensor histidine kinase RcsC	0.154	824	558	24	683	121	944	2.432E-34	598
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q7MD16-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q7MD16-F1-model_v4 Autoinducer 2 sensor kinase/phosphatase LuxQ	0.169	663	549	20	682	192	853	6.587E-34	595
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0C0F6-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0C0F6-F1-model_v4 Sensory/regulatory protein RpfC	0.188	408	299	311	679	174	581	9.204E-24	582
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P30855-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P30855-F1-model_v4 Sensor protein EvgS	0.158	639	475	114	678	435	1073	1.511E-33	582
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q02482-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q02482-F1-model_v4 Putative sensor protein Sfri_3689	0.200	388	306	158	545	268	651	1.933E-22	581
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0C0F7-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P0C0F7-F1-model_v4 Sensory/regulatory protein RpfC	0.185	409	301	311	680	174	582	5.120E-23	578
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P58402-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P58402-F1-model_v4 Sensor protein EvgS	0.162	608	456	134	678	466	1073	6.030E-33	578
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q86CZ2-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q86CZ2-F1-model_v4 Hybrid signal transduction histidine kinase K	0.215	409	294	308	683	795	1203	1.187E-24	576
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P16575-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P16575-F1-model_v4 Virulence sensor protein BvgS	0.163	612	456	139	684	489	1100	5.107E-33	574
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q87GU5-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q87GU5-F1-model_v4 Autoinducer 2 sensor kinase/phosphatase LuxQ	0.172	661	546	20	680	192	851	5.705E-33	571
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q9KLK7-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q9KLK7-F1-model_v4 Autoinducer 2 sensor kinase/phosphatase LuxQ	0.156	796	570	5	680	52	847	1.238E-32	569
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P54302-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-P54302-F1-model_v4 Autoinducer 2 sensor kinase/phosphatase LuxQ	0.157	661	556	20	680	193	852	1.824E-32	569
LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q9P7Q7-F1-model_v4	LOKIASV2_3494_ESMFold_hypothetical_protein	AF-Q9P7Q7-F1-model_v4 Peroxide stress-activated histidine kinase mak1	0.132	905	557	41	683	729	1633	1.225E-30	561
