query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6TGV7-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6TGV7-F1-model_v4 Costars family protein ABRACL	0.236	76	49	7	71	6	81	4.325E-02	100
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6V289-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6V289-F1-model_v4 Costars family protein ABRACL	0.209	81	53	4	71	1	81	4.325E-02	97
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B5X8A5-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B5X8A5-F1-model_v4 Costars family protein ABRACL	0.236	76	49	7	71	6	81	6.015E-02	96
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A7RHL5-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A7RHL5-F1-model_v4 Costars family protein v1g158749	0.259	77	48	7	72	6	82	6.863E-02	94
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A4IHJ3-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A4IHJ3-F1-model_v4 Costars family protein ABRACL	0.222	81	52	4	71	1	81	3.322E-02	93
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B5SNZ6-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B5SNZ6-F1-model_v4 Actin-binding Rho-activating protein	0.178	73	52	7	70	312	384	1.243E-01	91
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q558Y7-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q558Y7-F1-model_v4 Protein costars	0.240	79	49	8	72	4	82	3.790E-02	89
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6AVK1-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6AVK1-F1-model_v4 Costars family protein	0.219	73	50	7	71	9	81	5.631E-02	89
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A2XKU9-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A2XKU9-F1-model_v4 Costars family protein	0.219	73	50	7	71	9	81	5.631E-02	89
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8K4K7-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8K4K7-F1-model_v4 Actin-binding Rho-activating protein	0.175	80	52	7	70	296	375	2.911E-02	88
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q4KML4-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q4KML4-F1-model_v4 Costars family protein ABRACL	0.236	76	49	7	71	6	81	1.020E-01	87
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8N0Z2-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8N0Z2-F1-model_v4 Actin-binding Rho-activating protein	0.175	80	52	7	70	302	381	5.271E-02	84
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9P1F3-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9P1F3-F1-model_v4 Costars family protein ABRACL	0.236	76	49	7	71	6	81	1.327E-01	83
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q498C5-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q498C5-F1-model_v4 Costars family protein ABRACL	0.246	73	46	7	68	6	78	8.935E-02	83
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A0AK63-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-A0AK63-F1-model_v4 Segregation and condensation protein A	0.147	64	54	9	72	184	247	3.548E-02	81
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q3ZBN0-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q3ZBN0-F1-model_v4 Costars family protein ABRACL	0.246	73	46	7	68	6	78	1.846E-01	78
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8BUZ1-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8BUZ1-F1-model_v4 Actin-binding Rho-activating protein	0.170	80	54	7	72	296	375	8.365E-02	78
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9UYS2-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9UYS2-F1-model_v4 Uncharacterized protein PYRAB14350	0.148	71	57	2	72	264	331	2.743E-01	77
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8LBN7-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8LBN7-F1-model_v4 Costars family protein At4g33640	0.228	81	52	4	71	1	81	1.243E-01	75
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8Y5V4-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q8Y5V4-F1-model_v4 Segregation and condensation protein A	0.164	74	59	1	72	174	247	8.935E-02	75
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B8DBX5-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B8DBX5-F1-model_v4 Segregation and condensation protein A	0.172	73	58	1	71	174	246	6.863E-02	75
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P42195-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P42195-F1-model_v4 HTH-type transcriptional regulator PecS	0.197	66	51	4	68	52	117	3.571E-01	73
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P55265-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P55265-F1-model_v4 Double-stranded RNA-specific adenosine deaminase	0.156	64	51	7	70	139	199	4.074E-01	73
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B4YYA9-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-B4YYA9-F1-model_v4 Costars family protein ST45-2	0.216	74	51	7	72	9	82	2.106E-01	72
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P42193-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P42193-F1-model_v4 HTH-type transcriptional regulator PapX	0.121	65	56	4	68	52	116	4.074E-01	72
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-C1KWQ2-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-C1KWQ2-F1-model_v4 Segregation and condensation protein A	0.170	74	59	1	72	174	247	1.327E-01	71
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q71Y63-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q71Y63-F1-model_v4 Segregation and condensation protein A	0.141	74	61	1	72	174	247	1.020E-01	71
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9D4H8-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9D4H8-F1-model_v4 Cullin-2	0.184	62	50	11	72	584	645	4.074E-01	71
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6G727-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q6G727-F1-model_v4 HTH-type transcriptional regulator SarR	0.211	65	50	4	68	30	94	2.743E-01	68
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P62089-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P62089-F1-model_v4 HTH-type transcriptional regulator PrsX	0.173	65	53	4	68	52	116	4.966E-01	68
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q92A57-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q92A57-F1-model_v4 Segregation and condensation protein A	0.153	73	59	1	71	174	246	1.515E-01	68
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q5RCF3-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q5RCF3-F1-model_v4 Cullin-2	0.196	66	50	10	72	580	645	4.074E-01	67
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P33086-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P33086-F1-model_v4 Ferric uptake regulation protein	0.189	72	55	4	72	15	86	2.250E-01	66
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P62088-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P62088-F1-model_v4 HTH-type transcriptional regulator PrsX	0.166	65	53	4	68	52	116	6.906E-01	66
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9F0R1-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q9F0R1-F1-model_v4 HTH-type transcriptional regulator SarR	0.211	65	50	4	68	30	94	3.814E-01	65
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P74739-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P74739-F1-model_v4 Ferric uptake regulation protein	0.160	74	58	3	72	18	91	3.571E-01	65
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q58651-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q58651-F1-model_v4 Uncharacterized protein MJ1254	0.173	67	50	2	68	400	461	9.605E-01	65
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P54789-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-P54789-F1-model_v4 Origin recognition complex subunit 1	0.129	90	59	3	71	600	689	1.972E-01	65
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-O94663-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-O94663-F1-model_v4 Vacuolar-sorting protein dot2	0.191	66	49	4	69	176	236	5.666E-01	63
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q13617-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-Q13617-F1-model_v4 Cullin-2	0.196	66	50	10	72	580	645	6.053E-01	63
LOKIASV2_1900_ESMFold_hypothetical_protein	AF-O31672-F1-model_v4	LOKIASV2_1900_ESMFold_hypothetical_protein	AF-O31672-F1-model_v4 HTH-type transcriptional regulator MhqR	0.142	65	53	4	68	32	94	8.992E-01	62
