query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-O34691-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-O34691-F1-model_v4 Putative niacin/nicotinamide transporter NaiP	0.199	409	310	37	445	11	398	3.065E-16	791
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-O51798-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-O51798-F1-model_v4 Probable 4-methylmuconolactone transporter	0.195	427	328	27	453	4	412	5.148E-14	665
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-P71369-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-P71369-F1-model_v4 Putative metabolite transport protein HI_1104	0.179	412	328	34	445	8	407	1.122E-13	660
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-B1JFW5-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-B1JFW5-F1-model_v4 Sialic acid transporter NanT	0.161	436	334	37	435	33	468	1.557E-13	611
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-B5RHV8-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-B5RHV8-F1-model_v4 Low affinity inorganic phosphate transporter 4	0.189	496	354	16	453	7	502	6.584E-14	608
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-P39352-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-P39352-F1-model_v4 Putative metabolite transport protein YjhB	0.176	399	310	37	435	15	391	1.259E-12	597
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-A4TMJ0-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-A4TMJ0-F1-model_v4 Sialic acid transporter NanT	0.143	492	371	20	453	17	508	2.546E-13	591
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-A9QZJ2-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-A9QZJ2-F1-model_v4 Sialic acid transporter NanT	0.155	436	336	37	435	33	468	7.095E-13	583
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-P41036-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-P41036-F1-model_v4 Sialic acid transporter NanT	0.136	448	359	20	435	4	451	6.810E-13	577
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-Q1C5V2-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-Q1C5V2-F1-model_v4 Sialic acid transporter NanT	0.160	439	333	38	435	30	468	1.834E-13	575
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-Q8ZCH3-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-Q8ZCH3-F1-model_v4 Sialic acid transporter NanT	0.161	436	334	37	435	33	468	1.259E-12	573
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-Q51955-F1-model_v4	LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE	AF-Q51955-F1-model_v4 4-hydroxybenzoate transporter PcaK	0.151	435	361	18	443	14	448	3.509E-12	572
