query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-O53465-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-O53465-F1-model_v4 Putative ribonuclease VapC45	0.112	124	98	7	117	13	136	1.527E-04	150
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P55437-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P55437-F1-model_v4 Uncharacterized protein y4eN	0.229	60	45	6	65	1	60	3.689E-02	96
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-Q54UH8-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-Q54UH8-F1-model_v4 D-3-phosphoglycerate dehydrogenase	0.179	77	60	1	77	7	80	8.712E-02	66
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-Q21029-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-Q21029-F1-model_v4 Mitogen-activated protein kinase kinase kinase nsy-1	0.125	133	102	1	117	58	190	3.415E-03	58
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P40054-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P40054-F1-model_v4 D-3-phosphoglycerate dehydrogenase 1	0.141	77	63	1	77	54	127	1.803E-01	57
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P72157-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P72157-F1-model_v4 N5-carboxyaminoimidazole ribonucleotide mutase	0.095	112	97	4	111	2	113	3.941E-02	53
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-A7Z434-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-A7Z434-F1-model_v4 UPF0180 protein RBAM_013970	0.126	92	69	6	97	2	81	2.681E-01	52
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P54772-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P54772-F1-model_v4 Histidine decarboxylase	0.119	122	93	3	109	117	238	5.134E-02	52
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P40510-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-P40510-F1-model_v4 D-3-phosphoglycerate dehydrogenase 2	0.150	72	58	6	77	59	127	3.731E-01	52
LOKIASV2_2787_ESMFold_hypothetical_protein	AF-Q31E54-F1-model_v4	LOKIASV2_2787_ESMFold_hypothetical_protein	AF-Q31E54-F1-model_v4 8-amino-7-oxononanoate synthase	0.154	90	63	3	77	119	208	1.213E-01	51
