query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q6MNT9-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q6MNT9-F1-model_v4 Glycine--tRNA ligase	0.169	52	42	9	60	78	129	4.026E-02	80
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C5ZZZ5-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C5ZZZ5-F1-model_v4 Peptide chain release factor subunit 1	0.145	47	36	18	60	324	370	2.903E-01	78
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-O59264-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-O59264-F1-model_v4 Peptide chain release factor subunit 1	0.178	72	48	2	60	302	373	1.047E-01	77
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-A0LM45-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-A0LM45-F1-model_v4 UPF0251 protein Sfum_2819	0.204	44	32	14	57	95	135	2.111E-01	74
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q2R482-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q2R482-F1-model_v4 DNA replication licensing factor MCM2	0.243	40	30	19	58	375	414	3.298E-01	64
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P33991-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P33991-F1-model_v4 DNA replication licensing factor MCM4	0.139	42	34	17	57	299	340	6.647E-01	63
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-B8BKI8-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-B8BKI8-F1-model_v4 DNA replication licensing factor MCM2	0.285	35	24	19	52	375	409	4.535E-01	62
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q6M0H0-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q6M0H0-F1-model_v4 Hydrogenase maturation factor HypA	0.209	43	31	19	61	73	112	2.398E-01	61
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q9LPD9-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q9LPD9-F1-model_v4 DNA replication licensing factor MCM2	0.238	41	30	19	59	350	390	4.535E-01	61
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-A7GKF0-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-A7GKF0-F1-model_v4 Protein SprT-like	0.196	48	36	15	62	109	154	3.992E-01	60
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q5XK83-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q5XK83-F1-model_v4 DNA replication licensing factor mcm4-A	0.155	43	35	15	57	293	335	5.491E-01	60
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q0WVF5-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q0WVF5-F1-model_v4 DNA replication licensing factor MCM4	0.139	43	33	19	57	266	308	9.743E-01	58
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-O34702-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-O34702-F1-model_v4 SPbeta prophage-derived uncharacterized protein YotC	0.200	39	28	17	52	2	40	4.255E-01	56
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q5JKB0-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q5JKB0-F1-model_v4 DNA replication licensing factor MCM4	0.116	43	34	19	57	284	326	1.522E+00	55
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P29469-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P29469-F1-model_v4 DNA replication licensing factor MCM2	0.214	41	31	19	59	336	376	9.142E-01	55
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P97310-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P97310-F1-model_v4 DNA replication licensing factor MCM2	0.190	41	32	19	59	324	364	8.048E-01	55
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P29458-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P29458-F1-model_v4 DNA replication licensing factor mcm4	0.209	42	30	19	57	321	362	1.257E+00	55
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P55861-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P55861-F1-model_v4 DNA replication licensing factor mcm2	0.190	41	32	19	59	309	349	8.577E-01	53
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C3LK85-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C3LK85-F1-model_v4 Protein SprT-like	0.265	46	32	15	60	109	152	9.142E-01	52
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P40377-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-P40377-F1-model_v4 DNA replication licensing factor mcm2	0.170	46	37	15	60	326	370	9.743E-01	52
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C3PAU2-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C3PAU2-F1-model_v4 Protein SprT-like	0.276	44	30	17	60	111	152	1.107E+00	51
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q835R2-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q835R2-F1-model_v4 Protein SprT-like	0.163	48	38	15	62	108	153	1.107E+00	51
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q5WJU6-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q5WJU6-F1-model_v4 Protein SprT-like	0.280	46	32	17	62	108	153	2.398E-01	51
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q2NEZ5-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-Q2NEZ5-F1-model_v4 Hydrogenase maturation factor HypA	0.276	44	30	20	61	69	112	2.111E-01	50
LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C1EUA1-F1-model_v4	LOKIASV2_0440_ESMFold_hypothetical_protein	AF-C1EUA1-F1-model_v4 Protein SprT-like	0.253	60	36	1	60	104	152	5.491E-01	50
