query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-P46577-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-P46577-F1-model_v4 GPN-loop GTPase 1	0.301	258	178	2	259	31	285	1.040E-21	793
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-A4FUD1-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-A4FUD1-F1-model_v4 GPN-loop GTPase 1	0.297	251	171	2	252	20	263	4.461E-21	784
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q8VCE2-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q8VCE2-F1-model_v4 GPN-loop GTPase 1	0.293	251	172	2	252	20	263	1.914E-20	760
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9HCN4-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9HCN4-F1-model_v4 GPN-loop GTPase 1	0.289	251	173	2	252	20	263	2.679E-20	755
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q54C25-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q54C25-F1-model_v4 GPN-loop GTPase 1	0.283	252	175	2	253	35	279	2.264E-20	747
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q8W586-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q8W586-F1-model_v4 GPN-loop GTPase QQT2	0.285	257	178	2	258	42	291	5.868E-20	727
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9UYR9-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9UYR9-F1-model_v4 GPN-loop GTPase PAB0955	0.302	250	167	1	250	1	240	2.533E-20	722
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-P47122-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-P47122-F1-model_v4 GPN-loop GTPase 1	0.263	255	185	1	252	3	257	7.299E-19	691
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-O42906-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-O42906-F1-model_v4 GPN-loop GTPase 1	0.265	253	184	2	252	9	261	9.132E-19	683
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6FSS0-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6FSS0-F1-model_v4 GPN-loop GTPase 3	0.253	251	185	2	252	4	252	4.636E-18	657
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q750Q9-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q750Q9-F1-model_v4 GPN-loop GTPase 3	0.267	251	182	2	252	4	252	1.892E-18	657
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-D4A7C0-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-D4A7C0-F1-model_v4 GPN-loop GTPase 2	0.238	251	190	2	252	10	260	3.918E-18	643
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q54TE7-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q54TE7-F1-model_v4 GPN-loop GTPase 2 homolog	0.249	251	188	2	252	3	253	7.674E-18	640
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q58DD9-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q58DD9-F1-model_v4 GPN-loop GTPase 2	0.240	251	190	2	252	10	260	3.705E-18	635
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q06543-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q06543-F1-model_v4 GPN-loop GTPase 3	0.251	251	187	2	252	4	254	1.271E-17	634
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q54NK8-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q54NK8-F1-model_v4 GPN-loop GTPase 3	0.257	257	189	3	259	5	260	8.584E-18	630
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q8VEJ1-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q8VEJ1-F1-model_v4 GPN-loop GTPase 2	0.234	251	192	2	252	10	260	9.602E-18	630
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-A6H7F2-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-A6H7F2-F1-model_v4 GPN-loop GTPase 2	0.236	251	191	2	252	10	260	6.487E-18	625
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9H9Y4-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9H9Y4-F1-model_v4 GPN-loop GTPase 2	0.238	251	190	2	252	10	260	1.503E-17	624
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9UTL7-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q9UTL7-F1-model_v4 GPN-loop GTPase 2	0.248	252	188	2	252	3	254	2.784E-17	624
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q4PF70-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q4PF70-F1-model_v4 GPN-loop GTPase 3	0.230	264	198	2	259	4	267	1.201E-17	620
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6ZM63-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6ZM63-F1-model_v4 GPN-loop GTPase 3	0.250	258	192	2	259	4	260	1.778E-17	620
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q4V7Z0-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q4V7Z0-F1-model_v4 GPN-loop GTPase 3	0.255	258	191	2	259	4	260	2.632E-17	618
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q4R579-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q4R579-F1-model_v4 GPN-loop GTPase 2	0.237	251	191	2	252	10	260	1.989E-17	616
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6PUR6-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6PUR6-F1-model_v4 GPN-loop GTPase 2	0.252	251	187	2	252	11	261	2.353E-17	616
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q56XY2-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q56XY2-F1-model_v4 GPN-loop GTPase QQT1	0.252	254	188	1	252	2	255	4.120E-17	612
LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6CQA6-F1-model_v4	LOKIASV2_0767_ESMFold_ATP-GTP-binding_protein	AF-Q6CQA6-F1-model_v4 GPN-loop GTPase 3	0.271	251	181	2	252	4	252	3.895E-17	610
