query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_0976	2odl-assembly1.cif.gz_A	DESULFOASV1_0976	2odl-assembly1.cif.gz_A Crystal structure of the HMW1 secretion domain from Haemophilus influenzae	0.186	474	299	57	530	2	369	1.111E-07	360
DESULFOASV1_0976	4i84-assembly2.cif.gz_B	DESULFOASV1_0976	4i84-assembly2.cif.gz_B The crystal structure of the Haemophilus influenzae HxuA secretion domain involved in the two-partner secretion pathway	0.188	380	207	56	435	3	258	2.836E-06	262
DESULFOASV1_0976	4i84-assembly1.cif.gz_A	DESULFOASV1_0976	4i84-assembly1.cif.gz_A The crystal structure of the Haemophilus influenzae HxuA secretion domain involved in the two-partner secretion pathway	0.166	470	243	56	525	3	294	1.920E-06	233
DESULFOASV1_0976	4rt6-assembly1.cif.gz_A	DESULFOASV1_0976	4rt6-assembly1.cif.gz_A Structure of a complex between hemopexin and hemopexin binding protein	0.150	768	645	56	815	3	770	1.249E-07	165
DESULFOASV1_0976	4rm6-assembly1.cif.gz_A	DESULFOASV1_0976	4rm6-assembly1.cif.gz_A Crystal structure of Hemopexin Binding Protein	0.156	760	625	56	815	4	745	1.069E-06	151
DESULFOASV1_0976	4w8s-assembly1.cif.gz_A-2	DESULFOASV1_0976	4w8s-assembly1.cif.gz_A-2 Crystal structure of truncated hemolysin A Q125S/Y134S from P. mirabilis at 1.5 Angstroms resolution	0.154	218	182	60	275	1	218	1.029E-01	98
DESULFOASV1_0976	3fy3-assembly1.cif.gz_A	DESULFOASV1_0976	3fy3-assembly1.cif.gz_A Crystal structure of truncated hemolysin A from P. mirabilis	0.156	218	181	60	275	1	218	1.406E-01	96
DESULFOASV1_0976	4w8r-assembly1.cif.gz_A-2	DESULFOASV1_0976	4w8r-assembly1.cif.gz_A-2 Crystal structure of hemolysin A Y134F from P. mirabilis at 1.5 Angstroms resolution	0.154	218	182	60	275	1	218	1.157E-01	96
DESULFOASV1_0976	6pzl-assembly1.cif.gz_A-2	DESULFOASV1_0976	6pzl-assembly1.cif.gz_A-2 P. mirabilis hemolysin A mutant - Q125A	0.202	207	145	60	242	1	207	2.336E-01	90
DESULFOASV1_0976	4w8t-assembly1.cif.gz_A-2	DESULFOASV1_0976	4w8t-assembly1.cif.gz_A-2 Crystal structure of truncated hemolysin A Q125S from P. mirabilis at 1.5 Angstroms resolution	0.152	218	182	60	275	1	218	1.710E-01	89
DESULFOASV1_0976	6pyk-assembly1.cif.gz_A-2	DESULFOASV1_0976	6pyk-assembly1.cif.gz_A-2 P. mirabilis hemolysin A mutant - F80L	0.152	263	203	60	322	1	240	1.251E-01	89
DESULFOASV1_0976	6q0p-assembly1.cif.gz_A-2	DESULFOASV1_0976	6q0p-assembly1.cif.gz_A-2 P. mirabilis hemolysin A mutant - Y134S	0.164	218	180	60	275	1	218	2.626E-01	87
DESULFOASV1_0976	5kkd-assembly1.cif.gz_B	DESULFOASV1_0976	5kkd-assembly1.cif.gz_B Truncated hemolysin A Y134A from P. mirabilis at 2.1 Angstroms resolution crystallized in a high salt condition	0.167	198	144	60	233	1	198	5.733E-01	78
DESULFOASV1_0976	5keh-assembly1.cif.gz_A-2	DESULFOASV1_0976	5keh-assembly1.cif.gz_A-2 Truncated hemolysin A from P. mirabilis at 2.0 Angstroms resolution crystallized in a high salt condition	0.156	284	202	60	343	1	240	2.626E-01	78
DESULFOASV1_0976	5kf3-assembly1.cif.gz_A-2	DESULFOASV1_0976	5kf3-assembly1.cif.gz_A-2 Truncated hemolysin A from P. mirabilis Y134A at 2.2 Angstroms resolution	0.169	256	193	60	315	1	233	5.733E-01	74
DESULFOASV1_0976	5sz8-assembly1.cif.gz_B-2	DESULFOASV1_0976	5sz8-assembly1.cif.gz_B-2 Truncated hemolysin A Q125A/Y134A from P. mirabilis at 1.8 Angstroms resolution crystallized in a high salt condition	0.162	196	145	60	233	1	196	1.582E+00	65
DESULFOASV1_0976	5sz8-assembly1.cif.gz_A-2	DESULFOASV1_0976	5sz8-assembly1.cif.gz_A-2 Truncated hemolysin A Q125A/Y134A from P. mirabilis at 1.8 Angstroms resolution crystallized in a high salt condition	0.180	198	142	60	233	1	198	2.337E+00	61
DESULFOASV1_0976	7usl-assembly1.cif.gz_C	DESULFOASV1_0976	7usl-assembly1.cif.gz_C Integrin alphaM/beta2 ectodomain in complex with adenylate cyclase toxin RTX751 and M1F5 Fab	0.099	971	585	1693	2663	62	711	6.443E-02	45
DESULFOASV1_0976	1rwr-assembly1.cif.gz_A	DESULFOASV1_0976	1rwr-assembly1.cif.gz_A Crystal structure of filamentous hemagglutinin secretion domain	0.137	380	239	56	435	4	281	2.430E+00	41
DESULFOASV1_0976	8e7f-assembly1.cif.gz_A	DESULFOASV1_0976	8e7f-assembly1.cif.gz_A Crystal structure of the autotransporter Ssp from Serratia marcescens.	0.106	217	146	2398	2614	423	586	5.304E+00	34
DESULFOASV1_0976	4ygu-assembly1.cif.gz_A	DESULFOASV1_0976	4ygu-assembly1.cif.gz_A Crystal structure of a putative adhesin (BACEGG_01763) from Bacteroides eggerthii DSM 20697 at 2.20 A resolution	0.089	177	123	2271	2447	16	151	8.809E+00	22
DESULFOASV1_0976	7kob-assembly1.cif.gz_A	DESULFOASV1_0976	7kob-assembly1.cif.gz_A Crystal structure of antigen 43b from Escherichia coli CFT073	0.093	533	297	189	721	3	330	5.515E+00	21
DESULFOASV1_0976	6n2c-assembly1.cif.gz_A	DESULFOASV1_0976	6n2c-assembly1.cif.gz_A The Crystal Structure of Caldicellulosiruptor hydrothermalis Tapirin C-terminal domain	0.107	546	325	2163	2708	19	383	6.200E+00	21
DESULFOASV1_0976	6p5t-assembly1.cif.gz_A-2	DESULFOASV1_0976	6p5t-assembly1.cif.gz_A-2 Surface-layer (S-layer) RsaA protein from Caulobacter crescentus bound to strontium and iodide	0.113	1017	608	2045	3061	30	715	4.905E+00	21
DESULFOASV1_0976	6n2c-assembly2.cif.gz_B	DESULFOASV1_0976	6n2c-assembly2.cif.gz_B The Crystal Structure of Caldicellulosiruptor hydrothermalis Tapirin C-terminal domain	0.107	546	324	2163	2708	19	382	7.836E+00	16
DESULFOASV1_0976	3sze-assembly1.cif.gz_A	DESULFOASV1_0976	3sze-assembly1.cif.gz_A Crystal structure of the passenger domain of the E. coli autotransporter EspP	0.085	1058	633	1979	3036	189	881	8.148E+00	14
