query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_32070-Fe-S-binding_protein	7bkb-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	7bkb-assembly1.cif.gz_B Formate dehydrogenase - heterodisulfide reductase - formylmethanofuran dehydrogenase complex from Methanospirillum hungatei (hexameric, composite structure)	0.156	266	189	172	396	2	267	1.262E-04	179
DESULFOASV1_32070-Fe-S-binding_protein	5odq-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	5odq-assembly1.cif.gz_B Heterodisulfide reductase / [NiFe]-hydrogenase complex from Methanothermococcus thermolithotrophicus soaked with bromoethanesulfonate.	0.183	262	182	173	396	2	263	4.402E-04	165
DESULFOASV1_32070-Fe-S-binding_protein	2dwu-assembly2.cif.gz_C	DESULFOASV1_32070-Fe-S-binding_protein	2dwu-assembly2.cif.gz_C Crystal Structure of Glutamate Racemase Isoform RacE1 from Bacillus anthracis	0.105	228	186	169	396	2	210	4.235E-02	78
DESULFOASV1_32070-Fe-S-binding_protein	5ijw-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	5ijw-assembly1.cif.gz_B Glutamate Racemase (MurI) from Mycobacterium smegmatis with bound D-glutamate, 1.8 Angstrom resolution, X-ray diffraction	0.095	229	189	167	395	4	213	3.885E-02	69
DESULFOASV1_32070-Fe-S-binding_protein	5ijw-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	5ijw-assembly1.cif.gz_A Glutamate Racemase (MurI) from Mycobacterium smegmatis with bound D-glutamate, 1.8 Angstrom resolution, X-ray diffraction	0.108	233	189	163	395	1	213	3.132E-02	68
DESULFOASV1_32070-Fe-S-binding_protein	3ist-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3ist-assembly1.cif.gz_A Crystal structure of glutamate racemase from Listeria monocytogenes in complex with succinic acid	0.118	225	181	166	390	1	206	7.413E-02	67
DESULFOASV1_32070-Fe-S-binding_protein	2jfo-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	2jfo-assembly1.cif.gz_B Crystal structure of Enterococcus faecalis glutamate racemase in complex with D- and L-Glutamate	0.075	222	187	169	390	2	204	1.243E-01	62
DESULFOASV1_32070-Fe-S-binding_protein	5b19-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	5b19-assembly1.cif.gz_A Picrophilus torridus aspartate racemase	0.098	226	186	170	395	2	208	1.046E-01	60
DESULFOASV1_32070-Fe-S-binding_protein	2gzm-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	2gzm-assembly1.cif.gz_A Crystal Structure of the Glutamate Racemase from Bacillus anthracis	0.090	223	185	169	391	3	206	1.046E-01	58
DESULFOASV1_32070-Fe-S-binding_protein	1jfl-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	1jfl-assembly1.cif.gz_B CRYSTAL STRUCTURE DETERMINATION OF ASPARTATE RACEMASE FROM AN ARCHAEA	0.103	227	193	170	396	1	216	8.808E-02	57
DESULFOASV1_32070-Fe-S-binding_protein	5hj7-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	5hj7-assembly1.cif.gz_A Glutamate Racemase Mycobacterium tuberculosis (MurI) with bound D-glutamate, 2.3 Angstrom resolution, X-ray diffraction	0.079	225	188	171	395	5	209	2.085E-01	53
DESULFOASV1_32070-Fe-S-binding_protein	4p98-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	4p98-assembly1.cif.gz_A ABC transporter system solute-bindng protein from Conexibacter woesei DSM 14684	0.161	223	176	170	392	1	211	1.243E-01	51
DESULFOASV1_32070-Fe-S-binding_protein	2jfu-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	2jfu-assembly1.cif.gz_A Crystal structure of Enterococcus faecium glutamate racemase in complex with phosphate	0.099	222	181	169	390	7	208	4.527E-01	49
DESULFOASV1_32070-Fe-S-binding_protein	3qvj-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3qvj-assembly1.cif.gz_A Allantoin racemase from Klebsiella pneumoniae	0.118	211	165	170	380	1	188	2.477E-01	48
DESULFOASV1_32070-Fe-S-binding_protein	3qvk-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3qvk-assembly1.cif.gz_A Allantoin racemase from Klebsiella pneumoniae	0.117	219	176	170	388	1	200	2.477E-01	48
DESULFOASV1_32070-Fe-S-binding_protein	4xxh-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	4xxh-assembly1.cif.gz_B TREHALOSE REPRESSOR FROM ESCHERICHIA COLI	0.126	223	177	170	392	1	203	3.496E-01	48
DESULFOASV1_32070-Fe-S-binding_protein	3out-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3out-assembly1.cif.gz_A Crystal structure of glutamate racemase from Francisella tularensis subsp. tularensis SCHU S4 in complex with D-glutamate.	0.106	220	176	171	390	3	200	6.120E-01	48
DESULFOASV1_32070-Fe-S-binding_protein	2zsk-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	2zsk-assembly1.cif.gz_B Crystal structure of PH1733, an aspartate racemase homologue, from Pyrococcus horikoshii OT3	0.108	227	191	170	396	1	215	6.965E-01	45
DESULFOASV1_32070-Fe-S-binding_protein	2ohg-assembly1.cif.gz_A-2	DESULFOASV1_32070-Fe-S-binding_protein	2ohg-assembly1.cif.gz_A-2 Structural Basis for Glutamte Racemase Inhibition	0.128	222	174	169	390	3	203	2.085E-01	44
DESULFOASV1_32070-Fe-S-binding_protein	7rwm-assembly2.cif.gz_C	DESULFOASV1_32070-Fe-S-binding_protein	7rwm-assembly2.cif.gz_C Structure of Cap5 from Lactococcus lactis	0.119	234	193	167	386	96	329	4.934E-01	42
DESULFOASV1_32070-Fe-S-binding_protein	3isv-assembly2.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3isv-assembly2.cif.gz_A Crystal structure of glutamate racemase from Listeria monocytogenes in complex with acetate ion	0.114	221	178	170	390	3	204	2.135E+00	39
DESULFOASV1_32070-Fe-S-binding_protein	3vzb-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3vzb-assembly1.cif.gz_A Crystal structure of Sphingosine Kinase 1	0.108	113	83	169	281	10	103	2.327E+00	38
DESULFOASV1_32070-Fe-S-binding_protein	2ohv-assembly1.cif.gz_A-2	DESULFOASV1_32070-Fe-S-binding_protein	2ohv-assembly1.cif.gz_A-2 Structural Basis for Glutamate Racemase Inhibition	0.129	220	169	171	390	4	198	6.965E-01	37
DESULFOASV1_32070-Fe-S-binding_protein	5lfd-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	5lfd-assembly1.cif.gz_A Crystal structure of allantoin racemase from Pseudomonas fluorescens AllR	0.105	223	179	172	394	2	202	1.329E+00	36
DESULFOASV1_32070-Fe-S-binding_protein	4v24-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	4v24-assembly1.cif.gz_A Sphingosine kinase 1 in complex with PF-543	0.112	109	79	173	281	12	101	2.536E+00	36
DESULFOASV1_32070-Fe-S-binding_protein	5x6b-assembly1.cif.gz_F	DESULFOASV1_32070-Fe-S-binding_protein	5x6b-assembly1.cif.gz_F Crystal structure of SepCysE-SepCysS in complex with tRNACys from Methanocaldococcus jannaschii	0.087	155	132	250	395	22	176	1.721E+00	35
DESULFOASV1_32070-Fe-S-binding_protein	3h75-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3h75-assembly1.cif.gz_A Crystal Structure of a Periplasmic Sugar-binding protein from the Pseudomonas fluorescens	0.101	213	187	170	382	1	209	5.615E-01	35
DESULFOASV1_32070-Fe-S-binding_protein	3brq-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3brq-assembly1.cif.gz_A Crystal structure of the Escherichia coli transcriptional repressor ascG	0.120	222	185	170	391	2	212	1.681E-01	34
DESULFOASV1_32070-Fe-S-binding_protein	7av5-assembly1.cif.gz_AAA	DESULFOASV1_32070-Fe-S-binding_protein	7av5-assembly1.cif.gz_AAA Structure of EstD11 in complex with Fluorescein	0.103	280	200	133	356	10	289	8.638E-01	33
DESULFOASV1_32070-Fe-S-binding_protein	5xss-assembly3.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	5xss-assembly3.cif.gz_B XylFII molecule	0.096	216	182	170	371	3	218	2.942E-01	32
DESULFOASV1_32070-Fe-S-binding_protein	5xsd-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	5xsd-assembly1.cif.gz_B XylFII-LytSN complex mutant - D103A	0.100	221	192	170	390	3	216	1.273E+00	32
DESULFOASV1_32070-Fe-S-binding_protein	3k6k-assembly5.cif.gz_C	DESULFOASV1_32070-Fe-S-binding_protein	3k6k-assembly5.cif.gz_C Crystal structure at 2.2 angstrom of HSL-homolog EstE7 from a metagenome library	0.142	276	215	118	393	6	257	7.271E-01	32
DESULFOASV1_32070-Fe-S-binding_protein	4v24-assembly2.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	4v24-assembly2.cif.gz_B Sphingosine kinase 1 in complex with PF-543	0.107	112	84	171	282	10	104	3.902E+00	32
DESULFOASV1_32070-Fe-S-binding_protein	4ry0-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	4ry0-assembly1.cif.gz_A Crystal structure of ribose transporter solute binding protein RHE_PF00037 from Rhizobium etli CFN 42, TARGET EFI-511357, in complex with D-ribose	0.074	269	206	170	392	1	269	1.329E+00	31
DESULFOASV1_32070-Fe-S-binding_protein	2ipm-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	2ipm-assembly1.cif.gz_A Crystal structure of a disulfide mutant glucose binding protein	0.101	221	191	169	382	1	221	1.071E+00	31
DESULFOASV1_32070-Fe-S-binding_protein	2pua-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	2pua-assembly1.cif.gz_A CRYSTAL STRUCTURE OF THE LACI FAMILY MEMBER, PURR, BOUND TO DNA: MINOR GROOVE BINDING BY ALPHA HELICES	0.077	321	235	137	392	1	321	3.072E-01	31
DESULFOASV1_32070-Fe-S-binding_protein	4l02-assembly2.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	4l02-assembly2.cif.gz_B Crystal Structure of SphK1 with inhibitor	0.123	111	81	171	281	8	100	6.003E+00	31
DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly1.cif.gz_A Crystal structure of Sphingosine Kinase 1 with inhibitor	0.134	114	81	168	281	8	102	3.146E+00	31
DESULFOASV1_32070-Fe-S-binding_protein	4u1y-assembly1.cif.gz_D	DESULFOASV1_32070-Fe-S-binding_protein	4u1y-assembly1.cif.gz_D Full length GluA2-FW-(R,R)-2b complex	0.089	221	184	172	392	1	203	3.146E+00	31
DESULFOASV1_32070-Fe-S-binding_protein	1iu9-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	1iu9-assembly1.cif.gz_A Crystal structure of the C-terminal domain of aspartate racemase from Pyrococcus horikoshii OT3	0.112	96	82	300	392	15	110	7.445E+00	30
DESULFOASV1_32070-Fe-S-binding_protein	7cih-assembly4.cif.gz_D	DESULFOASV1_32070-Fe-S-binding_protein	7cih-assembly4.cif.gz_D Microbial Hormone-sensitive lipase E53 mutant S285G	0.106	307	220	118	364	5	311	8.638E-01	30
DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly2.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly2.cif.gz_B Crystal structure of Sphingosine Kinase 1 with inhibitor	0.122	111	81	171	281	7	99	4.253E+00	30
DESULFOASV1_32070-Fe-S-binding_protein	3vzd-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3vzd-assembly1.cif.gz_A Crystal structure of Sphingosine Kinase 1 with inhibitor and ADP	0.136	113	80	169	281	9	102	3.146E+00	30
DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_E	DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_E Crystal structure of Arginine decarboxylase (AdiA) from Salmonella typhimurium	0.050	92	74	170	248	1	92	7.131E+00	30
DESULFOASV1_32070-Fe-S-binding_protein	1efa-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	1efa-assembly1.cif.gz_B CRYSTAL STRUCTURE OF THE LAC REPRESSOR DIMER BOUND TO OPERATOR AND THE ANTI-INDUCER ONPF	0.089	312	230	139	392	8	319	3.978E-01	29
DESULFOASV1_32070-Fe-S-binding_protein	3h5t-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	3h5t-assembly1.cif.gz_A Crystal structure of a transcriptional regulator, Lacl family protein from Corynebacterium glutamicum	0.086	268	239	123	390	18	280	7.925E-01	29
DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly3.cif.gz_C	DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly3.cif.gz_C Crystal structure of Sphingosine Kinase 1 with inhibitor	0.118	120	99	171	290	10	122	3.284E+00	29
DESULFOASV1_32070-Fe-S-binding_protein	3vzb-assembly3.cif.gz_C	DESULFOASV1_32070-Fe-S-binding_protein	3vzb-assembly3.cif.gz_C Crystal structure of Sphingosine Kinase 1	0.126	109	78	173	281	13	102	4.440E+00	29
DESULFOASV1_32070-Fe-S-binding_protein	7rwk-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	7rwk-assembly1.cif.gz_B Structure of Cap5 from Asticcacaulis sp.	0.091	254	226	141	390	98	351	1.119E+00	29
DESULFOASV1_32070-Fe-S-binding_protein	2vkt-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	2vkt-assembly1.cif.gz_A HUMAN CTP SYNTHETASE 2 - GLUTAMINASE DOMAIN	0.104	96	82	169	264	2	94	8.115E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	8eb3-assembly1.cif.gz_A	DESULFOASV1_32070-Fe-S-binding_protein	8eb3-assembly1.cif.gz_A Crystal structure of glutamate racemase from Helicobacter pylori in complex with a fragment	0.125	216	165	169	384	3	192	4.073E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	2paf-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	2paf-assembly1.cif.gz_B Crystal Structure of the Lactose Repressor bound to anti-inducer ONPF in induced state	0.114	258	194	173	392	2	259	3.978E-01	28
DESULFOASV1_32070-Fe-S-binding_protein	1efa-assembly2.cif.gz_C	DESULFOASV1_32070-Fe-S-binding_protein	1efa-assembly2.cif.gz_C CRYSTAL STRUCTURE OF THE LAC REPRESSOR DIMER BOUND TO OPERATOR AND THE ANTI-INDUCER ONPF	0.099	264	203	167	392	12	275	5.151E-01	28
DESULFOASV1_32070-Fe-S-binding_protein	4rxm-assembly2.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	4rxm-assembly2.cif.gz_B Crystal structure of periplasmic ABC transporter solute binding protein A7JW62 from Mannheimia haemolytica PHL213, Target EFI-511105, in complex with Myo-inositol	0.116	219	178	170	371	1	219	9.416E-01	28
DESULFOASV1_32070-Fe-S-binding_protein	7zr3-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	7zr3-assembly1.cif.gz_B STRUCTURE OF ESTER-HYDROLASE EH0 FROM THE METAGENOME OF SORGHUM BICOLOR RHIZOSPHERE FROM THE HENFAES RESEARCH CENTRE (GWYNEDD, WALES)	0.150	237	165	168	362	73	309	9.019E-01	28
DESULFOASV1_32070-Fe-S-binding_protein	7e5w-assembly2.cif.gz_C	DESULFOASV1_32070-Fe-S-binding_protein	7e5w-assembly2.cif.gz_C The structure of CcpA from Staphylococcus aureus	0.079	285	226	137	382	2	286	6.965E-01	28
DESULFOASV1_32070-Fe-S-binding_protein	2jcg-assembly1.cif.gz_A-2	DESULFOASV1_32070-Fe-S-binding_protein	2jcg-assembly1.cif.gz_A-2 Apo form of the catabolite control protein A (ccpA) from bacillus megaterium, with the DNA binding domain	0.068	310	236	137	390	1	310	3.650E-01	28
DESULFOASV1_32070-Fe-S-binding_protein	3kjx-assembly2.cif.gz_D	DESULFOASV1_32070-Fe-S-binding_protein	3kjx-assembly2.cif.gz_D Crystal structure of a transcriptional regulator, Lacl family protein from Silicibacter pomeroyi	0.100	317	242	121	390	6	322	3.207E-01	28
DESULFOASV1_32070-Fe-S-binding_protein	3vzb-assembly2.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	3vzb-assembly2.cif.gz_B Crystal structure of Sphingosine Kinase 1	0.136	111	79	171	281	8	100	5.275E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly5.cif.gz_E	DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly5.cif.gz_E Crystal structure of Sphingosine Kinase 1 with inhibitor	0.120	111	81	171	281	8	100	5.275E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	3vzd-assembly2.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	3vzd-assembly2.cif.gz_B Crystal structure of Sphingosine Kinase 1 with inhibitor and ADP	0.131	122	98	169	290	6	119	3.737E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	3vzd-assembly2.cif.gz_E-4	DESULFOASV1_32070-Fe-S-binding_protein	3vzd-assembly2.cif.gz_E-4 Crystal structure of Sphingosine Kinase 1 with inhibitor and ADP	0.129	111	80	171	281	7	99	4.440E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_D	DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_D Crystal structure of Arginine decarboxylase (AdiA) from Salmonella typhimurium	0.050	92	74	170	248	1	92	8.473E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_B	DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_B Crystal structure of Arginine decarboxylase (AdiA) from Salmonella typhimurium	0.050	92	74	170	248	1	92	8.473E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_J	DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_J Crystal structure of Arginine decarboxylase (AdiA) from Salmonella typhimurium	0.050	92	74	170	248	1	92	8.473E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_I	DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_I Crystal structure of Arginine decarboxylase (AdiA) from Salmonella typhimurium	0.050	92	74	170	248	1	92	8.473E+00	28
DESULFOASV1_32070-Fe-S-binding_protein	5xsj-assembly1.cif.gz_X-2	DESULFOASV1_32070-Fe-S-binding_protein	5xsj-assembly1.cif.gz_X-2 XylFII-LytSN complex	0.089	248	194	170	383	3	250	6.120E-01	27
DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly4.cif.gz_D	DESULFOASV1_32070-Fe-S-binding_protein	3vzc-assembly4.cif.gz_D Crystal structure of Sphingosine Kinase 1 with inhibitor	0.138	109	77	173	281	13	102	4.440E+00	27
DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_F	DESULFOASV1_32070-Fe-S-binding_protein	5xx1-assembly1.cif.gz_F Crystal structure of Arginine decarboxylase (AdiA) from Salmonella typhimurium	0.050	92	74	170	248	1	92	9.641E+00	27
