query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_0669-Fe-S-binding_protein	7bkb-assembly1.cif.gz_B	DESULFOASV1_0669-Fe-S-binding_protein	7bkb-assembly1.cif.gz_B Formate dehydrogenase - heterodisulfide reductase - formylmethanofuran dehydrogenase complex from Methanospirillum hungatei (hexameric, composite structure)	0.122	267	215	203	448	2	268	3.600E-05	169
DESULFOASV1_0669-Fe-S-binding_protein	5odq-assembly1.cif.gz_B	DESULFOASV1_0669-Fe-S-binding_protein	5odq-assembly1.cif.gz_B Heterodisulfide reductase / [NiFe]-hydrogenase complex from Methanothermococcus thermolithotrophicus soaked with bromoethanesulfonate.	0.135	265	210	208	451	3	267	2.831E-05	167
DESULFOASV1_0669-Fe-S-binding_protein	5ijw-assembly1.cif.gz_B	DESULFOASV1_0669-Fe-S-binding_protein	5ijw-assembly1.cif.gz_B Glutamate Racemase (MurI) from Mycobacterium smegmatis with bound D-glutamate, 1.8 Angstrom resolution, X-ray diffraction	0.079	245	192	206	450	8	217	7.839E-03	82
DESULFOASV1_0669-Fe-S-binding_protein	2dwu-assembly2.cif.gz_C	DESULFOASV1_0669-Fe-S-binding_protein	2dwu-assembly2.cif.gz_C Crystal Structure of Glutamate Racemase Isoform RacE1 from Bacillus anthracis	0.095	245	189	206	450	4	213	1.151E-02	81
DESULFOASV1_0669-Fe-S-binding_protein	2gzm-assembly1.cif.gz_A	DESULFOASV1_0669-Fe-S-binding_protein	2gzm-assembly1.cif.gz_A Crystal Structure of the Glutamate Racemase from Bacillus anthracis	0.085	249	193	202	450	2	213	1.396E-02	81
DESULFOASV1_0669-Fe-S-binding_protein	3ist-assembly1.cif.gz_A	DESULFOASV1_0669-Fe-S-binding_protein	3ist-assembly1.cif.gz_A Crystal structure of glutamate racemase from Listeria monocytogenes in complex with succinic acid	0.113	248	186	203	450	5	215	1.775E-02	78
DESULFOASV1_0669-Fe-S-binding_protein	2ohg-assembly1.cif.gz_A-2	DESULFOASV1_0669-Fe-S-binding_protein	2ohg-assembly1.cif.gz_A-2 Structural Basis for Glutamte Racemase Inhibition	0.098	249	189	202	450	2	212	4.847E-03	76
DESULFOASV1_0669-Fe-S-binding_protein	2vvt-assembly1.cif.gz_A	DESULFOASV1_0669-Fe-S-binding_protein	2vvt-assembly1.cif.gz_A Glutamate Racemase (MurI) from E. faecalis in complex with a 9-Benzyl Purine inhibitor	0.083	249	193	202	450	9	220	1.536E-02	76
DESULFOASV1_0669-Fe-S-binding_protein	2jfq-assembly1.cif.gz_B	DESULFOASV1_0669-Fe-S-binding_protein	2jfq-assembly1.cif.gz_B Crystal structure of Staphylococcus aureus glutamate racemase in complex with D- Glutamate	0.080	246	194	205	450	2	213	5.109E-02	74
DESULFOASV1_0669-Fe-S-binding_protein	5ijw-assembly1.cif.gz_A	DESULFOASV1_0669-Fe-S-binding_protein	5ijw-assembly1.cif.gz_A Glutamate Racemase (MurI) from Mycobacterium smegmatis with bound D-glutamate, 1.8 Angstrom resolution, X-ray diffraction	0.081	252	192	199	450	8	217	1.330E-02	74
